Order_ID,Order_Date,Region,Category,Segment,Product,Quantity,Unit_Price,Discount,Cost_Ratio,Sales,Cost,Profit,Profit_Margin,Month,Year
1037,2024-10-08,West,Office Supplies,Corporate,Storage,4,773,0.15,0.56,2628.2,1471.7920000000001,1156.4079999999997,0.4399999999999999,2024-10,2024
1038,2030-11-28,South,Furniture,Home Office,Phone,6,1226,0.2,0.73,5884.8,4295.904,1588.8959999999997,0.26999999999999996,2030-11,2030
1039,2029-09-01,South,Furniture,Home Office,Paper,6,1878,0.15,0.54,9577.8,5172.012,4405.788,0.45999999999999996,2029-09,2029
1040,2024-08-23,West,Furniture,Corporate,Paper,7,1642,0.2,0.59,9195.2,5425.168000000001,3770.032,0.41,2024-08,2024
1041,2029-06-21,South,Furniture,Home Office,Laptop,5,461,0.02,0.51,2258.9,1152.039,1106.861,0.49000000000000005,2029-06,2029
1042,2028-08-23,West,Furniture,Consumer,Storage,5,783,0.26,0.61,2897.1,1767.231,1129.869,0.38999999999999996,2028-08,2028
1043,2023-08-30,North,Technology,Consumer,Printer,4,1379,0.28,0.71,3971.52,2819.7792,1151.7408,0.29000000000000004,2023-08,2023
1044,2028-08-03,West,Office Supplies,Home Office,Monitor,6,346,0.19,0.54,1681.5600000000002,908.0424000000002,773.5176,0.45999999999999996,2028-08,2028
1045,2030-09-25,North,Technology,Consumer,Desk,7,1315,0.26,0.69,6811.7,4700.072999999999,2111.6270000000004,0.31000000000000005,2030-09,2030
1046,2030-02-25,South,Technology,Consumer,Paper,1,1749,0.04,0.72,1679.04,1208.9088,470.13120000000004,0.28,2030-02,2030
1047,2026-09-25,West,Technology,Home Office,Paper,9,634,0.24,0.47,4336.56,2038.1832000000002,2298.3768,0.5299999999999999,2026-09,2026
1048,2027-01-18,South,Furniture,Corporate,Monitor,8,1993,0.04,0.68,15306.24,10408.2432,4897.996799999999,0.31999999999999995,2027-01,2027
1049,2029-12-31,West,Technology,Home Office,Paper,7,413,0.12,0.53,2544.08,1348.3624,1195.7176,0.47,2029-12,2029
1050,2025-02-14,North,Office Supplies,Home Office,Printer,9,1399,0.1,0.5,11331.9,5665.95,5665.95,0.5,2025-02,2025
1051,2033-12-28,North,Technology,Home Office,Monitor,3,1496,0.18,0.63,3680.1600000000003,2318.5008000000003,1361.6592,0.37,2033-12,2033
1052,2023-02-04,West,Furniture,Home Office,Chair,4,543,0.09,0.66,1976.52,1304.5032,672.0167999999999,0.3399999999999999,2023-02,2023
1053,2031-08-19,North,Office Supplies,Corporate,Storage,7,1771,0.19,0.57,10041.570000000002,5723.6949,4317.875100000001,0.43000000000000005,2031-08,2031
1054,2028-05-09,South,Office Supplies,Corporate,Storage,6,968,0.11,0.46,5169.12,2377.7952,2791.3248,0.54,2028-05,2028
1055,2027-05-05,South,Office Supplies,Consumer,Desk,2,1318,0.26,0.72,1950.6399999999999,1404.4607999999998,546.1792,0.28,2027-05,2027
1056,2033-10-18,East,Office Supplies,Consumer,Monitor,2,1381,0.19,0.67,2237.2200000000003,1498.9374000000003,738.2826,0.32999999999999996,2033-10,2033
1057,2031-06-01,North,Technology,Home Office,Desk,7,1913,0.06,0.53,12587.539999999999,6671.3962,5916.143799999999,0.47,2031-06,2031
1058,2025-10-18,South,Furniture,Consumer,Monitor,9,681,0.1,0.6,5516.1,3309.6600000000003,2206.44,0.39999999999999997,2025-10,2025
1059,2032-06-23,West,Office Supplies,Corporate,Storage,9,970,0.25,0.46,6547.5,3011.85,3535.65,0.54,2032-06,2032
1060,2030-02-26,North,Office Supplies,Consumer,Chair,7,1483,0.12,0.55,9135.28,5024.404,4110.876,0.45,2030-02,2030
1061,2033-07-10,South,Furniture,Consumer,Paper,8,647,0.16,0.61,4347.84,2652.1824,1695.6576,0.39,2033-07,2033
1062,2027-02-09,North,Technology,Consumer,Monitor,3,1231,0.19,0.61,2991.3300000000004,1824.7113000000002,1166.6187000000002,0.39,2027-02,2027
1063,2036-02-20,West,Office Supplies,Home Office,Desk,1,1147,0.1,0.51,1032.3,526.473,505.827,0.49000000000000005,2036-02,2036
1064,2023-06-11,South,Technology,Consumer,Laptop,7,1775,0.09,0.68,11306.75,7688.59,3618.16,0.32,2023-06,2023
1065,2034-10-07,East,Technology,Corporate,Paper,8,564,0.14,0.54,3880.32,2095.3728,1784.9472,0.46,2034-10,2034
1066,2028-06-04,East,Technology,Corporate,Storage,2,1145,0.06,0.62,2152.6,1334.6119999999999,817.988,0.38000000000000006,2028-06,2028
1067,2025-09-22,North,Technology,Corporate,Printer,9,601,0.09,0.53,4922.1900000000005,2608.7607000000003,2313.4293000000002,0.47,2025-09,2025
1068,2036-06-12,West,Office Supplies,Corporate,Printer,4,950,0.02,0.58,3724.0,2159.92,1564.08,0.42,2036-06,2036
1069,2032-02-25,South,Office Supplies,Consumer,Paper,9,1964,0.09,0.51,16085.16,8203.4316,7881.7284,0.49,2032-02,2032
1070,2035-06-18,West,Technology,Home Office,Chair,3,815,0.1,0.64,2200.5,1408.32,792.1800000000001,0.36000000000000004,2035-06,2035
1071,2033-05-26,South,Technology,Corporate,Laptop,8,991,0.29,0.58,5628.88,3264.7504,2364.1296,0.42000000000000004,2033-05,2033
1072,2026-06-29,North,Furniture,Corporate,Desk,2,1859,0.18,0.45,3048.76,1371.9420000000002,1676.818,0.5499999999999999,2026-06,2026
1073,2025-10-13,South,Furniture,Home Office,Monitor,3,600,0.24,0.46,1368.0,629.28,738.72,0.54,2025-10,2025
1074,2023-12-04,West,Furniture,Home Office,Storage,1,834,0.01,0.59,825.66,487.13939999999997,338.5206,0.41000000000000003,2023-12,2023
1075,2025-05-28,West,Office Supplies,Corporate,Printer,5,692,0.03,0.5,3356.2,1678.1,1678.1,0.5,2025-05,2025
1076,2025-12-12,North,Furniture,Corporate,Printer,4,506,0.24,0.63,1538.24,969.0912,569.1488,0.37000000000000005,2025-12,2025
1077,2036-05-19,West,Office Supplies,Home Office,Printer,1,1453,0.19,0.57,1176.93,670.8501,506.07990000000007,0.43000000000000005,2036-05,2036
1078,2033-12-07,South,Office Supplies,Corporate,Printer,9,802,0.06,0.65,6784.919999999999,4410.197999999999,2374.7219999999998,0.35000000000000003,2033-12,2033
1079,2036-04-21,North,Office Supplies,Corporate,Phone,6,385,0.12,0.74,2032.8,1504.272,528.528,0.26,2036-04,2036
1080,2024-01-15,South,Office Supplies,Consumer,Chair,6,246,0.16,0.61,1239.84,756.3023999999999,483.5376,0.39,2024-01,2024
1081,2024-05-07,West,Furniture,Home Office,Desk,2,893,0.25,0.69,1339.5,924.2549999999999,415.2450000000001,0.3100000000000001,2024-05,2024
1082,2028-08-24,North,Technology,Consumer,Storage,7,483,0.02,0.68,3313.38,2253.0984000000003,1060.2815999999998,0.31999999999999995,2028-08,2028
1083,2033-08-20,South,Technology,Consumer,Storage,9,110,0.18,0.73,811.8000000000001,592.614,219.18600000000004,0.27,2033-08,2033
1084,2023-03-06,West,Technology,Home Office,Storage,6,375,0.22,0.51,1755.0,895.0500000000001,859.9499999999999,0.48999999999999994,2023-03,2023
1085,2030-01-12,West,Furniture,Consumer,Desk,8,985,0.29,0.7,5594.799999999999,3916.359999999999,1678.44,0.30000000000000004,2030-01,2030
1086,2028-07-20,East,Technology,Corporate,Chair,5,1691,0.24,0.72,6425.8,4626.576,1799.2240000000002,0.28,2028-07,2028
1087,2030-05-19,West,Furniture,Consumer,Paper,2,1808,0.08,0.57,3326.7200000000003,1896.2304,1430.4896000000003,0.43000000000000005,2030-05,2030
1088,2027-02-04,South,Furniture,Home Office,Paper,4,1063,0.21,0.54,3359.08,1813.9032,1545.1768,0.46,2027-02,2027
1089,2024-01-27,North,Furniture,Corporate,Laptop,1,402,0.23,0.74,309.54,229.05960000000002,80.4804,0.26,2024-01,2024
1090,2035-05-12,East,Technology,Corporate,Monitor,1,303,0.22,0.64,236.34,151.2576,85.0824,0.36000000000000004,2035-05,2035
1091,2035-04-02,West,Technology,Corporate,Paper,6,444,0.25,0.56,1998.0,1118.88,879.1199999999999,0.43999999999999995,2035-04,2035
1092,2032-10-01,West,Technology,Corporate,Monitor,2,1883,0.27,0.69,2749.18,1896.9341999999997,852.2458000000001,0.31000000000000005,2032-10,2032
1093,2029-03-28,West,Office Supplies,Consumer,Chair,6,925,0.03,0.54,5383.5,2907.09,2476.41,0.45999999999999996,2029-03,2029
1094,2031-06-27,South,Furniture,Consumer,Printer,1,1389,0.03,0.5,1347.33,673.665,673.665,0.5,2031-06,2031
1095,2023-07-20,East,Office Supplies,Corporate,Monitor,3,121,0.24,0.61,275.88,168.2868,107.5932,0.39,2023-07,2023
1096,2036-05-07,South,Furniture,Home Office,Printer,9,938,0.08,0.62,7766.64,4815.3168000000005,2951.3232,0.37999999999999995,2036-05,2036
1097,2031-07-02,East,Technology,Corporate,Chair,2,635,0.02,0.7,1244.6,871.2199999999999,373.38,0.30000000000000004,2031-07,2031
1098,2035-08-04,North,Furniture,Consumer,Chair,8,1829,0.12,0.59,12876.16,7596.934399999999,5279.225600000001,0.41000000000000003,2035-08,2035
1099,2029-09-20,South,Furniture,Corporate,Desk,6,1219,0.25,0.69,5485.5,3784.995,1700.505,0.31,2029-09,2029
1100,2032-12-24,South,Office Supplies,Consumer,Desk,6,1080,0.04,0.54,6220.8,3359.2320000000004,2861.5679999999998,0.45999999999999996,2032-12,2032
1101,2025-03-15,North,Furniture,Corporate,Phone,7,1568,0.2,0.62,8780.800000000001,5444.0960000000005,3336.7040000000006,0.38,2025-03,2025
1102,2030-06-24,East,Technology,Home Office,Storage,5,362,0.0,0.51,1810.0,923.1,886.9,0.49,2030-06,2030
1103,2030-08-05,West,Furniture,Corporate,Phone,4,683,0.03,0.57,2650.04,1510.5228,1139.5172,0.43,2030-08,2030
1104,2027-04-20,North,Furniture,Home Office,Storage,6,1112,0.11,0.71,5938.08,4216.0368,1722.0432,0.29000000000000004,2027-04,2027
1105,2030-05-14,West,Furniture,Home Office,Printer,8,1878,0.03,0.51,14573.279999999999,7432.372799999999,7140.9072,0.49,2030-05,2030
1106,2033-07-07,West,Office Supplies,Corporate,Phone,4,482,0.25,0.69,1446.0,997.7399999999999,448.2600000000001,0.31000000000000005,2033-07,2033
1107,2025-10-25,North,Furniture,Home Office,Phone,5,1673,0.26,0.53,6190.1,3280.753,2909.347,0.47000000000000003,2025-10,2025
1108,2024-05-17,East,Furniture,Home Office,Laptop,7,1016,0.23,0.46,5476.24,2519.0704,2957.1695999999997,0.5399999999999999,2024-05,2024
1109,2035-04-21,West,Office Supplies,Consumer,Chair,6,491,0.07,0.48,2739.7799999999997,1315.0943999999997,1424.6856,0.52,2035-04,2035
1110,2025-05-20,North,Office Supplies,Consumer,Desk,4,988,0.16,0.67,3319.68,2224.1856000000002,1095.4943999999996,0.3299999999999999,2025-05,2025
1111,2035-04-16,South,Office Supplies,Home Office,Phone,4,1724,0.06,0.53,6482.24,3435.5872,3046.6528,0.47,2035-04,2035
1112,2023-07-26,South,Office Supplies,Corporate,Desk,4,639,0.08,0.65,2351.52,1528.488,823.0319999999999,0.35,2023-07,2023
1113,2027-01-24,South,Technology,Home Office,Storage,1,1215,0.15,0.66,1032.75,681.615,351.135,0.33999999999999997,2027-01,2027
1114,2025-05-13,North,Technology,Corporate,Phone,5,665,0.22,0.55,2593.5,1426.4250000000002,1167.0749999999998,0.44999999999999996,2025-05,2025
1115,2030-08-22,South,Furniture,Consumer,Storage,8,1282,0.03,0.59,9948.32,5869.5088,4078.8112,0.41000000000000003,2030-08,2030
1116,2024-07-17,West,Technology,Corporate,Paper,7,983,0.09,0.57,6261.71,3569.1746999999996,2692.5353000000005,0.43000000000000005,2024-07,2024
1117,2034-06-23,South,Furniture,Home Office,Paper,5,327,0.28,0.73,1177.2,859.356,317.84400000000005,0.27,2034-06,2034
1118,2027-10-24,South,Technology,Home Office,Phone,3,572,0.13,0.55,1492.92,821.1060000000001,671.814,0.44999999999999996,2027-10,2027
1119,2027-08-06,West,Office Supplies,Home Office,Paper,1,471,0.28,0.5,339.12,169.56,169.56,0.5,2027-08,2027
1120,2031-11-17,South,Office Supplies,Home Office,Monitor,7,1499,0.3,0.56,7345.099999999999,4113.256,3231.843999999999,0.4399999999999999,2031-11,2031
1121,2035-09-11,West,Technology,Home Office,Printer,3,1676,0.16,0.65,4223.5199999999995,2745.288,1478.2319999999995,0.3499999999999999,2035-09,2035
1122,2025-11-25,South,Technology,Corporate,Laptop,4,136,0.09,0.66,495.04,326.7264,168.3136,0.34,2025-11,2025
1123,2027-09-19,West,Furniture,Home Office,Storage,5,1760,0.24,0.73,6688.0,4882.24,1805.7600000000002,0.27,2027-09,2027
1124,2032-01-28,South,Furniture,Consumer,Chair,8,790,0.05,0.71,6004.0,4262.84,1741.1599999999999,0.29,2032-01,2032
1125,2031-08-24,West,Furniture,Home Office,Chair,7,943,0.08,0.54,6072.92,3279.3768000000005,2793.5431999999996,0.4599999999999999,2031-08,2031
1126,2030-03-10,North,Office Supplies,Corporate,Printer,9,1160,0.24,0.59,7934.400000000001,4681.296,3253.1040000000003,0.41000000000000003,2030-03,2030
1127,2030-06-22,West,Office Supplies,Home Office,Paper,3,200,0.13,0.67,522.0,349.74,172.26,0.32999999999999996,2030-06,2030
1128,2027-05-17,South,Office Supplies,Home Office,Printer,1,1666,0.06,0.72,1566.04,1127.5488,438.49119999999994,0.27999999999999997,2027-05,2027
1129,2031-05-19,South,Office Supplies,Corporate,Paper,1,1313,0.2,0.55,1050.4,577.7200000000001,472.67999999999995,0.4499999999999999,2031-05,2031
1130,2030-05-17,East,Furniture,Home Office,Monitor,1,1635,0.22,0.58,1275.3,739.674,535.626,0.42,2030-05,2030
1131,2036-05-23,West,Office Supplies,Corporate,Chair,2,757,0.04,0.72,1453.44,1046.4768,406.96320000000014,0.2800000000000001,2036-05,2036
1132,2032-12-06,North,Office Supplies,Home Office,Storage,2,189,0.08,0.56,347.76,194.74560000000002,153.01439999999997,0.4399999999999999,2032-12,2032
1133,2026-09-25,West,Office Supplies,Consumer,Chair,7,1129,0.07,0.59,7349.789999999999,4336.3760999999995,3013.4138999999996,0.41,2026-09,2026
1134,2028-06-04,West,Office Supplies,Home Office,Laptop,9,1004,0.11,0.72,8042.04,5790.2688,2251.7712,0.28,2028-06,2028
1135,2027-07-22,North,Technology,Corporate,Phone,8,1262,0.23,0.69,7773.92,5364.0048,2409.9152000000004,0.31000000000000005,2027-07,2027
1136,2027-03-10,West,Furniture,Consumer,Paper,4,194,0.21,0.52,613.0400000000001,318.78080000000006,294.2592,0.48,2027-03,2027
1137,2028-07-31,North,Furniture,Corporate,Laptop,2,1754,0.2,0.55,2806.4,1543.5200000000002,1262.8799999999999,0.44999999999999996,2028-07,2028
1138,2032-01-16,North,Office Supplies,Home Office,Monitor,3,731,0.0,0.56,2193.0,1228.0800000000002,964.9199999999998,0.43999999999999995,2032-01,2032
1139,2029-02-15,West,Technology,Consumer,Monitor,5,1509,0.04,0.72,7243.2,5215.103999999999,2028.0960000000005,0.2800000000000001,2029-02,2029
1140,2026-07-30,West,Furniture,Corporate,Paper,9,222,0.07,0.75,1858.1399999999999,1393.605,464.53499999999985,0.24999999999999994,2026-07,2026
1141,2034-01-12,South,Furniture,Consumer,Paper,8,1408,0.08,0.68,10362.880000000001,7046.7584000000015,3316.1215999999995,0.3199999999999999,2034-01,2034
1142,2030-04-29,South,Office Supplies,Consumer,Chair,3,465,0.04,0.6,1339.2,803.52,535.6800000000001,0.4,2030-04,2030
1143,2026-07-06,East,Office Supplies,Corporate,Phone,9,790,0.12,0.45,6256.8,2815.56,3441.2400000000002,0.55,2026-07,2026
1144,2024-12-10,East,Furniture,Consumer,Chair,3,1613,0.02,0.66,4742.22,3129.8652,1612.3548,0.33999999999999997,2024-12,2024
1145,2035-12-28,West,Furniture,Corporate,Laptop,8,424,0.23,0.57,2611.84,1488.7487999999998,1123.0912000000003,0.4300000000000001,2035-12,2035
1146,2035-01-31,North,Technology,Consumer,Laptop,1,506,0.24,0.64,384.56,246.1184,138.4416,0.36,2035-01,2035
1147,2033-04-06,East,Furniture,Consumer,Paper,4,1095,0.17,0.63,3635.3999999999996,2290.3019999999997,1345.098,0.37000000000000005,2033-04,2033
1148,2036-02-01,West,Furniture,Consumer,Storage,4,618,0.03,0.59,2397.84,1414.7256,983.1144000000002,0.41000000000000003,2036-02,2036
1149,2024-10-25,East,Office Supplies,Home Office,Storage,6,995,0.27,0.73,4358.099999999999,3181.4129999999996,1176.687,0.27,2024-10,2024
1150,2028-06-21,North,Furniture,Home Office,Laptop,2,1947,0.29,0.46,2764.74,1271.7803999999999,1492.9596,0.54,2028-06,2028
1151,2032-06-07,West,Office Supplies,Corporate,Phone,7,1762,0.06,0.66,11593.96,7652.0136,3941.946399999999,0.3399999999999999,2032-06,2032
1152,2033-04-01,North,Furniture,Consumer,Paper,5,176,0.21,0.57,695.2,396.264,298.93600000000004,0.43000000000000005,2033-04,2033
1153,2027-02-04,West,Furniture,Corporate,Monitor,6,333,0.25,0.66,1498.5,989.01,509.49,0.34,2027-02,2027
1154,2032-01-18,East,Furniture,Home Office,Storage,6,929,0.16,0.65,4682.16,3043.404,1638.7559999999999,0.35,2032-01,2032
1155,2033-04-21,South,Technology,Home Office,Storage,6,685,0.1,0.45,3699.0,1664.55,2034.45,0.55,2033-04,2033
1156,2028-01-28,East,Office Supplies,Home Office,Desk,8,583,0.14,0.54,4011.04,2165.9616,1845.0783999999999,0.45999999999999996,2028-01,2028
1157,2035-10-04,East,Technology,Home Office,Desk,4,1587,0.15,0.51,5395.8,2751.858,2643.942,0.49,2035-10,2035
1158,2026-07-15,South,Furniture,Corporate,Storage,8,370,0.12,0.5,2604.8,1302.4,1302.4,0.5,2026-07,2026
1159,2032-10-21,South,Technology,Consumer,Chair,9,1944,0.28,0.67,12597.119999999999,8440.0704,4157.0495999999985,0.3299999999999999,2032-10,2032
1160,2032-06-19,West,Office Supplies,Corporate,Phone,4,1038,0.22,0.52,3238.56,1684.0512,1554.5087999999998,0.48,2032-06,2032
1161,2027-06-25,West,Furniture,Consumer,Printer,1,1590,0.07,0.59,1478.6999999999998,872.4329999999999,606.2669999999999,0.41000000000000003,2027-06,2027
1162,2033-02-13,North,Technology,Home Office,Storage,3,568,0.18,0.52,1397.2800000000002,726.5856000000001,670.6944000000001,0.48,2033-02,2033
1163,2031-03-19,North,Technology,Consumer,Desk,1,731,0.21,0.62,577.49,358.0438,219.44620000000003,0.38000000000000006,2031-03,2031
1164,2031-08-19,East,Office Supplies,Home Office,Phone,7,646,0.04,0.67,4341.12,2908.5504,1432.5695999999998,0.32999999999999996,2031-08,2031
1165,2024-11-29,South,Technology,Corporate,Phone,1,818,0.11,0.55,728.02,400.411,327.609,0.45,2024-11,2024
1166,2028-11-30,North,Office Supplies,Consumer,Desk,4,1107,0.27,0.63,3232.44,2036.4372,1196.0028,0.37,2028-11,2028
1167,2034-03-21,East,Furniture,Corporate,Paper,1,369,0.17,0.7,306.27,214.38899999999998,91.881,0.30000000000000004,2034-03,2034
1168,2035-12-21,South,Furniture,Home Office,Phone,2,704,0.07,0.48,1309.4399999999998,628.5311999999999,680.9087999999999,0.52,2035-12,2035
1169,2025-05-04,West,Technology,Corporate,Paper,1,1064,0.04,0.66,1021.4399999999999,674.1504,347.28959999999995,0.33999999999999997,2025-05,2025
1170,2032-07-06,East,Furniture,Home Office,Phone,5,477,0.16,0.55,2003.3999999999999,1101.8700000000001,901.5299999999997,0.4499999999999999,2032-07,2032
1171,2027-09-04,West,Furniture,Home Office,Desk,7,276,0.16,0.49,1622.8799999999999,795.2112,827.6687999999999,0.51,2027-09,2027
1172,2030-08-09,North,Technology,Home Office,Laptop,3,373,0.1,0.61,1007.1,614.331,392.769,0.39,2030-08,2030
1173,2027-09-30,North,Furniture,Corporate,Storage,8,1814,0.19,0.52,11754.720000000001,6112.4544000000005,5642.265600000001,0.48,2027-09,2027
1174,2036-07-02,South,Technology,Corporate,Chair,5,1764,0.02,0.7,8643.6,6050.5199999999995,2593.080000000001,0.3000000000000001,2036-07,2036
1175,2032-08-11,East,Office Supplies,Consumer,Paper,5,736,0.04,0.46,3532.7999999999997,1625.088,1907.7119999999998,0.5399999999999999,2032-08,2032
1176,2023-07-22,West,Office Supplies,Consumer,Printer,5,126,0.16,0.48,529.1999999999999,254.01599999999996,275.18399999999997,0.52,2023-07,2023
1177,2031-11-30,South,Office Supplies,Corporate,Chair,8,675,0.02,0.61,5292.0,3228.12,2063.88,0.39,2031-11,2031
1178,2034-07-20,North,Technology,Corporate,Laptop,2,159,0.26,0.63,235.32,148.2516,87.0684,0.37,2034-07,2034
1179,2035-04-24,North,Technology,Corporate,Monitor,2,830,0.04,0.67,1593.6,1067.712,525.8879999999999,0.32999999999999996,2035-04,2035
1180,2025-02-05,East,Furniture,Corporate,Laptop,8,1340,0.2,0.53,8576.0,4545.280000000001,4030.7199999999993,0.4699999999999999,2025-02,2025
1181,2035-01-07,West,Furniture,Home Office,Phone,9,1804,0.12,0.7,14287.68,10001.376,4286.304,0.3,2035-01,2035
1182,2029-05-16,East,Furniture,Home Office,Chair,2,760,0.12,0.74,1337.6,989.824,347.77599999999995,0.26,2029-05,2029
1183,2031-01-10,West,Furniture,Home Office,Paper,4,369,0.23,0.6,1136.52,681.9119999999999,454.60800000000006,0.4000000000000001,2031-01,2031
1184,2023-07-17,West,Furniture,Corporate,Paper,8,1239,0.15,0.68,8425.199999999999,5729.1359999999995,2696.0639999999994,0.31999999999999995,2023-07,2023
1185,2028-04-14,East,Technology,Home Office,Laptop,2,344,0.22,0.61,536.64,327.3504,209.2896,0.39,2028-04,2028
1186,2032-10-22,South,Technology,Home Office,Chair,4,759,0.15,0.47,2580.6,1212.8819999999998,1367.718,0.53,2032-10,2032
1187,2024-08-31,East,Office Supplies,Consumer,Laptop,1,1727,0.18,0.55,1416.14,778.8770000000001,637.263,0.45,2024-08,2024
1188,2031-12-17,East,Office Supplies,Consumer,Printer,2,184,0.23,0.48,283.36,136.0128,147.34720000000002,0.52,2031-12,2031
1189,2026-02-21,North,Office Supplies,Home Office,Laptop,7,1722,0.18,0.75,9884.28,7413.210000000001,2471.0699999999997,0.24999999999999994,2026-02,2026
1190,2034-09-22,North,Office Supplies,Home Office,Chair,1,1006,0.18,0.52,824.9200000000001,428.95840000000004,395.96160000000003,0.48,2034-09,2034
