Month,Region,Category,Segment,Sales,Profit,Quantity,Orders
2023-04,South,Technology,Corporate,9518.74,2570.0598,7,1
2023-04,South,Technology,Home Office,2254.0,1014.3,2,1
2023-04,West,Furniture,Corporate,4172.31,1543.7547,3,1
2023-04,West,Technology,Corporate,5497.5,1429.35,5,1
2023-05,East,Furniture,Consumer,16498.16,6607.4848,14,2
2023-05,East,Furniture,Corporate,9742.32,5066.0064,6,1
2023-05,East,Furniture,Home Office,3460.7999999999997,1003.6320000000001,3,1
2023-05,East,Office Supplies,Consumer,18927.6,8667.0576,22,3
2023-05,East,Office Supplies,Home Office,3608.36,1479.4276,2,1
2023-05,East,Technology,Consumer,7366.75,3020.3675000000003,5,1
2023-05,East,Technology,Corporate,5856.0,3162.24,8,1
2023-05,North,Furniture,Corporate,1094.82,372.23879999999997,2,1
2023-05,North,Furniture,Home Office,13197.539999999999,4008.4314000000004,8,2
2023-05,North,Office Supplies,Consumer,7466.0,3807.64,14,2
2023-05,North,Office Supplies,Corporate,4656.9,2375.019,6,1
2023-05,North,Office Supplies,Home Office,4238.58,1951.9317,5,3
2023-05,North,Technology,Consumer,5183.280000000001,2021.4792000000002,6,1
2023-05,North,Technology,Home Office,7302.400000000001,2117.696000000001,7,1
2023-05,South,Furniture,Consumer,5063.849999999999,2177.4555,9,1
2023-05,South,Furniture,Home Office,6936.8,3676.5040000000004,5,1
2023-05,South,Office Supplies,Corporate,1096.2,295.97400000000005,2,1
2023-05,South,Office Supplies,Home Office,4439.64,1995.978,5,2
2023-05,South,Technology,Consumer,14073.06,5774.666399999998,13,2
2023-05,South,Technology,Home Office,1067.52,362.95679999999993,4,1
2023-05,West,Furniture,Consumer,4416.21,1387.6470000000004,7,2
2023-05,West,Office Supplies,Consumer,12453.210000000001,5479.4124,9,1
2023-05,West,Office Supplies,Corporate,8778.0,3423.42,7,1
2023-05,West,Office Supplies,Home Office,22018.949999999997,10659.167999999998,20,3
2023-05,West,Technology,Consumer,5759.6,2073.456,8,1
2023-05,West,Technology,Corporate,15434.880000000001,4320.799200000001,12,2
2023-06,East,Furniture,Consumer,2429.16,1230.1554,4,2
2023-06,East,Office Supplies,Consumer,4683.18,1779.6084,3,1
2023-06,East,Office Supplies,Home Office,4644.22,1857.688,7,1
2023-06,East,Technology,Home Office,3450.3999999999996,1587.1839999999997,2,1
2023-06,North,Furniture,Consumer,26233.4,11012.932,20,3
2023-06,North,Office Supplies,Corporate,4870.719999999999,1940.1373999999996,6,2
2023-06,North,Office Supplies,Home Office,10178.279999999999,2849.9183999999996,7,1
2023-06,North,Technology,Consumer,12699.599999999999,5968.811999999999,8,1
2023-06,North,Technology,Home Office,2834.8,1275.6599999999999,5,1
2023-06,South,Furniture,Home Office,6228.04,2615.7768,4,1
2023-06,South,Technology,Consumer,16896.95,5854.24,12,2
2023-06,South,Technology,Corporate,15911.1,6241.338,10,2
2023-06,South,Technology,Home Office,19126.02,8177.059799999999,16,3
2023-06,West,Furniture,Corporate,5551.3,2775.65,5,1
2023-06,West,Furniture,Home Office,6609.24,1916.6796000000004,4,1
2023-06,West,Office Supplies,Corporate,8075.639999999999,3980.904,6,2
2023-06,West,Technology,Corporate,3029.9399999999996,757.4849999999997,6,1
2023-07,East,Office Supplies,Consumer,3894.35,1791.4009999999998,5,1
2023-07,East,Office Supplies,Corporate,15946.23,5122.105199999999,12,2
2023-07,East,Office Supplies,Home Office,1569.6999999999998,579.2929999999999,9,2
2023-07,East,Technology,Corporate,7041.42,2313.5634,9,2
2023-07,East,Technology,Home Office,15971.08,6055.9052,12,3
2023-07,North,Furniture,Consumer,9004.16,2637.3152000000005,7,2
2023-07,North,Furniture,Corporate,15153.04,6286.593599999999,11,2
2023-07,North,Furniture,Home Office,645.12,264.49920000000003,2,1
2023-07,North,Office Supplies,Corporate,899.84,314.94399999999996,2,1
2023-07,North,Technology,Corporate,5329.8,2771.496,7,1
2023-07,North,Technology,Home Office,1376.4,610.332,5,2
2023-07,South,Furniture,Corporate,1360.59,517.0242,7,1
2023-07,South,Office Supplies,Corporate,17494.25,6614.6951,20,3
2023-07,South,Technology,Consumer,19647.62,5665.888999999998,15,2
2023-07,South,Technology,Corporate,517.4399999999999,222.49919999999997,4,1
2023-07,West,Furniture,Consumer,1917.0,747.6300000000001,4,1
2023-07,West,Furniture,Corporate,8425.199999999999,2696.0639999999994,8,1
2023-07,West,Office Supplies,Consumer,2583.3,1302.2340000000002,10,2
2023-07,West,Office Supplies,Corporate,2988.6,1344.252,2,2
2023-07,West,Office Supplies,Home Office,16884.899999999998,6495.780599999999,13,2
2023-07,West,Technology,Consumer,3285.3599999999997,1109.052,6,2
2023-07,West,Technology,Home Office,5983.16,2204.676,10,2
2023-08,East,Furniture,Consumer,3986.0,1818.0539999999999,5,2
2023-08,East,Furniture,Corporate,12745.26,4333.3884,9,1
2023-08,East,Office Supplies,Consumer,2911.9,1087.811,6,2
2023-08,East,Office Supplies,Home Office,4084.56,1878.8975999999998,8,1
2023-08,East,Technology,Corporate,2421.36,605.3400000000001,6,1
2023-08,East,Technology,Home Office,7189.6,3379.112,5,1
2023-08,North,Furniture,Consumer,4256.0,1787.52,5,1
2023-08,North,Office Supplies,Home Office,8274.34,2602.575,10,2
2023-08,North,Technology,Consumer,13319.52,5545.300799999999,10,2
2023-08,North,Technology,Corporate,11143.439999999999,4738.9728,12,2
2023-08,South,Furniture,Consumer,2153.25,861.3,5,1
2023-08,South,Furniture,Corporate,774.9000000000001,371.95200000000006,7,1
2023-08,South,Office Supplies,Consumer,7159.76,3691.0104,14,2
2023-08,South,Office Supplies,Home Office,5640.88,2989.6664,4,1
2023-08,South,Technology,Consumer,867.02,320.79740000000004,1,1
2023-08,South,Technology,Home Office,7706.73,3185.5177,16,3
2023-08,West,Furniture,Consumer,7921.8,2794.0656,10,3
2023-08,West,Furniture,Corporate,1793.3400000000001,591.8022000000001,6,1
2023-08,West,Furniture,Home Office,7170.0,2007.6000000000004,5,1
2023-08,West,Office Supplies,Corporate,949.6999999999999,420.4097999999999,8,2
2023-09,East,Furniture,Consumer,8512.0,4256.0,7,1
2023-09,East,Furniture,Home Office,12908.160000000002,7099.488000000001,8,1
2023-09,East,Office Supplies,Consumer,1764.0,546.8400000000001,2,1
2023-09,East,Office Supplies,Corporate,735.36,330.912,1,1
2023-09,East,Technology,Corporate,1315.16,565.5188,4,1
2023-09,North,Furniture,Corporate,2291.52,595.7952,3,1
2023-09,North,Furniture,Home Office,6999.75,2745.1785,9,3
2023-09,North,Office Supplies,Consumer,15843.81,7165.040999999999,21,4
2023-09,North,Office Supplies,Corporate,20889.0,8534.988000000001,13,2
2023-09,North,Office Supplies,Home Office,10366.44,5079.555600000001,7,1
2023-09,North,Technology,Home Office,2864.88,1145.952,2,1
2023-09,South,Furniture,Consumer,7445.36,2414.769399999999,6,2
2023-09,South,Furniture,Corporate,1614.8,500.58799999999997,5,1
2023-09,South,Furniture,Home Office,2843.82,1137.528,3,1
2023-09,South,Office Supplies,Consumer,881.64,387.92159999999996,3,1
2023-09,South,Office Supplies,Corporate,1716.26,789.4795999999999,1,1
2023-09,South,Office Supplies,Home Office,9522.24,2666.2272000000003,8,1
2023-09,South,Technology,Home Office,3326.4,1762.9920000000002,3,1
2023-09,West,Office Supplies,Consumer,2274.48,773.3232,9,1
2023-09,West,Office Supplies,Home Office,9842.82,4579.659799999999,11,3
2023-09,West,Technology,Home Office,2533.8,709.4640000000002,5,1
2023-10,East,Furniture,Consumer,5592.51,1454.0526,3,1
2023-10,East,Furniture,Home Office,6110.900000000001,1955.4879999999996,8,2
2023-10,East,Technology,Consumer,3288.6,1446.9839999999997,2,1
2023-10,North,Furniture,Corporate,6285.499999999999,3040.83,9,2
2023-10,North,Office Supplies,Consumer,13351.960000000001,5272.363600000001,9,2
2023-10,North,Technology,Consumer,3957.54,1068.5358,6,1
2023-10,North,Technology,Home Office,3141.2,899.8088,7,2
2023-10,South,Furniture,Consumer,15367.380000000001,7732.767000000001,12,2
2023-10,South,Furniture,Corporate,18440.46,7517.3634,13,2
2023-10,South,Furniture,Home Office,4365.29,2001.6562999999999,6,3
2023-10,South,Office Supplies,Consumer,10523.82,4752.3024,9,3
2023-10,South,Office Supplies,Home Office,14177.279999999999,4962.047999999999,8,1
2023-10,South,Technology,Consumer,3202.5,1056.8249999999998,5,1
2023-10,South,Technology,Home Office,3188.04,956.4120000000003,4,1
2023-10,West,Furniture,Corporate,2899.4,1217.748,2,1
2023-10,West,Furniture,Home Office,2217.2000000000003,842.5360000000001,5,1
2023-10,West,Office Supplies,Corporate,3928.32,1767.7439999999997,6,1
2023-10,West,Office Supplies,Home Office,450.84999999999997,121.72949999999997,5,1
2023-10,West,Technology,Consumer,4547.2,1818.88,4,1
2023-10,West,Technology,Corporate,8468.48,2537.3408,15,3
2023-11,East,Furniture,Home Office,5905.36,3129.8408,8,1
2023-11,East,Office Supplies,Corporate,2010.64,945.0008,4,1
2023-11,East,Technology,Consumer,3910.9,1759.9049999999997,7,1
2023-11,East,Technology,Home Office,8165.5199999999995,3539.6823999999997,16,3
2023-11,North,Technology,Consumer,3519.16,1266.8975999999998,2,1
2023-11,South,Furniture,Home Office,989.52,524.4456,3,1
2023-11,South,Office Supplies,Consumer,720.72,266.6664,2,1
2023-11,South,Office Supplies,Home Office,9131.08,3694.3172,10,2
2023-11,West,Furniture,Corporate,12893.24,4311.010800000001,10,2
2023-11,West,Office Supplies,Consumer,10794.0,5504.9400000000005,6,1
2023-11,West,Office Supplies,Corporate,683.92,369.31679999999994,2,1
2023-11,West,Office Supplies,Home Office,5637.0599999999995,1691.118,6,1
2023-11,West,Technology,Corporate,7413.84,2252.9256000000005,8,2
2023-12,East,Furniture,Corporate,2768.0499999999997,1190.2615,5,1
2023-12,East,Furniture,Home Office,3188.1600000000003,1594.0800000000002,6,1
2023-12,East,Office Supplies,Consumer,12586.56,5538.086399999999,7,1
2023-12,East,Technology,Home Office,7456.0,3653.44,4,1
2023-12,North,Furniture,Home Office,7020.0,3369.6,9,1
2023-12,North,Office Supplies,Consumer,1198.08,491.2128,2,1
2023-12,North,Office Supplies,Corporate,2667.18,1077.8544,13,2
2023-12,North,Technology,Consumer,10610.279999999999,3789.9648,13,2
2023-12,North,Technology,Corporate,8013.81,2260.6143,12,2
2023-12,South,Furniture,Corporate,9820.439999999999,3472.8876,10,2
2023-12,South,Furniture,Home Office,11345.1,3590.6730000000002,12,2
2023-12,South,Office Supplies,Consumer,7999.860000000001,3205.977,11,3
2023-12,South,Office Supplies,Home Office,2224.56,889.8240000000001,4,1
2023-12,South,Technology,Corporate,7276.54,2871.6988,8,2
2023-12,South,Technology,Home Office,1552.32,776.16,6,1
2023-12,West,Furniture,Consumer,9025.38,2888.1215999999995,7,1
2023-12,West,Furniture,Corporate,646.0,251.94,2,1
2023-12,West,Furniture,Home Office,825.66,338.5206,1,1
2023-12,West,Office Supplies,Corporate,1350.56,715.7968,4,1
2023-12,West,Office Supplies,Home Office,26955.94,8236.7454,18,3
2023-12,West,Technology,Consumer,3698.2400000000002,1072.4896000000003,4,1
2023-12,West,Technology,Home Office,1182.6,591.3,5,1
2024-01,East,Furniture,Consumer,11447.3,3365.5280000000002,9,2
2024-01,East,Furniture,Corporate,313.5,144.20999999999998,1,1
2024-01,East,Technology,Corporate,6082.4400000000005,2068.0296,6,1
2024-01,East,Technology,Home Office,5030.349999999999,1660.0154999999995,5,1
2024-01,North,Furniture,Corporate,4400.66,2063.0252,11,4
2024-01,North,Furniture,Home Office,7021.4400000000005,3440.5056000000004,6,1
2024-01,North,Office Supplies,Consumer,1924.5600000000002,558.1224000000002,8,1
2024-01,North,Office Supplies,Corporate,5178.599999999999,2537.5139999999997,5,1
2024-01,North,Office Supplies,Home Office,4275.66,1365.9882000000002,9,2
2024-01,North,Technology,Consumer,8294.0,3815.24,5,1
2024-01,South,Furniture,Consumer,1741.95,452.9069999999999,7,1
2024-01,South,Furniture,Corporate,8949.6,3311.352,9,1
2024-01,South,Furniture,Home Office,5837.04,1926.2232,8,1
2024-01,South,Office Supplies,Consumer,1943.8999999999999,680.6744,13,2
2024-01,South,Office Supplies,Home Office,7666.08,2747.4300000000003,9,2
2024-01,South,Technology,Corporate,6000.05,1680.0140000000001,7,1
2024-01,South,Technology,Home Office,11486.44,5218.9788,8,2
2024-01,West,Furniture,Consumer,3481.6,1771.5556,8,2
2024-01,West,Furniture,Corporate,1002.0400000000001,260.5304,1,1
2024-01,West,Furniture,Home Office,6303.8,2017.2159999999994,5,1
2024-01,West,Office Supplies,Corporate,5519.3,3035.6150000000002,5,1
2024-01,West,Office Supplies,Home Office,5911.0,3132.8300000000004,5,1
2024-01,West,Technology,Consumer,2734.0,1110.6960000000001,7,2
2024-01,West,Technology,Corporate,5214.72,2763.8016000000002,3,1
2024-01,West,Technology,Home Office,3713.9399999999996,1299.879,9,1
2024-02,East,Office Supplies,Corporate,6091.68,2010.2543999999998,6,1
2024-02,North,Furniture,Consumer,9181.65,2367.9831,7,2
2024-02,North,Furniture,Corporate,1950.75,721.7774999999999,3,1
2024-02,North,Furniture,Home Office,8017.92,3848.6016,8,1
2024-02,North,Office Supplies,Corporate,17466.72,6029.191199999999,22,4
2024-02,North,Technology,Corporate,16756.02,8008.8498,11,2
2024-02,North,Technology,Home Office,6375.6,3315.3120000000004,6,1
2024-02,South,Furniture,Consumer,4143.75,2030.4375,3,1
2024-02,South,Furniture,Home Office,2313.0,948.3300000000002,2,1
2024-02,South,Office Supplies,Home Office,28509.68,12618.9936,19,4
2024-02,South,Technology,Corporate,6830.400000000001,2800.4640000000004,6,1
2024-02,South,Technology,Home Office,204.8,90.112,1,1
2024-02,West,Furniture,Corporate,8849.759999999998,2699.9472000000005,11,2
2024-02,West,Furniture,Home Office,2893.98,1282.7964000000002,5,2
2024-02,West,Technology,Consumer,2205.9,1080.891,6,1
2024-02,West,Technology,Corporate,2364.75,1016.8425000000002,3,1
2024-03,East,Furniture,Consumer,6686.8,2139.776,8,1
2024-03,East,Furniture,Corporate,3425.76,1199.016,6,1
2024-03,East,Office Supplies,Consumer,6862.8,2813.7480000000005,4,1
2024-03,East,Office Supplies,Corporate,12808.800000000001,6404.400000000001,9,1
2024-03,East,Technology,Consumer,13241.58,4369.7214,12,2
2024-03,East,Technology,Corporate,6843.200000000001,2852.15,10,2
2024-03,North,Furniture,Corporate,3847.65,1387.7145,8,2
2024-03,South,Furniture,Home Office,5253.6,2574.264,3,1
2024-03,South,Office Supplies,Corporate,1280.6100000000001,409.7952,1,1
2024-03,South,Office Supplies,Home Office,10471.68,3246.220800000001,9,1
2024-03,South,Technology,Corporate,2849.92,1139.968,2,1
2024-03,South,Technology,Home Office,796.4,262.812,5,1
2024-03,West,Furniture,Consumer,4391.610000000001,2327.5533000000005,3,1
2024-03,West,Furniture,Corporate,6902.0,2415.7,7,1
2024-03,West,Office Supplies,Consumer,7740.0,2786.3999999999996,6,1
2024-03,West,Office Supplies,Corporate,2568.0,1001.52,4,1
2024-03,West,Technology,Consumer,2905.3199999999997,755.3831999999998,4,1
2024-04,East,Furniture,Consumer,375.84,105.23520000000002,3,1
2024-04,East,Office Supplies,Corporate,1560.0,608.4,1,1
2024-04,East,Office Supplies,Home Office,10058.4,3118.1040000000003,9,1
2024-04,East,Technology,Consumer,3395.95,1508.4255,9,2
2024-04,East,Technology,Corporate,8759.43,2988.4011,7,2
2024-04,East,Technology,Home Office,3933.24,1337.3015999999998,6,1
2024-04,North,Furniture,Consumer,1224.96,514.4832,4,1
2024-04,North,Furniture,Corporate,7064.099999999999,3390.7679999999996,5,1
2024-04,North,Furniture,Home Office,9708.93,4314.4947999999995,6,2
2024-04,North,Office Supplies,Corporate,16400.370000000003,5173.131600000001,13,2
2024-04,North,Technology,Corporate,11273.36,5298.4792,7,1
2024-04,South,Furniture,Home Office,7605.539999999999,3498.5483999999997,6,1
2024-04,South,Office Supplies,Corporate,869.75,469.66499999999996,6,2
2024-04,South,Technology,Corporate,931.32,307.3356,1,1
2024-04,West,Furniture,Consumer,4554.0,2049.2999999999997,3,1
2024-04,West,Furniture,Corporate,5536.4400000000005,1384.1100000000006,9,1
2024-04,West,Office Supplies,Home Office,4226.7,1648.413,5,1
2024-04,West,Technology,Consumer,957.8199999999999,354.39339999999993,1,1
2024-05,East,Furniture,Consumer,8262.869999999999,4214.0637,7,1
2024-05,East,Furniture,Home Office,5476.24,2957.1695999999997,7,1
2024-05,East,Technology,Consumer,7611.240000000001,2359.4844000000003,7,1
2024-05,East,Technology,Corporate,540.54,259.45919999999995,3,1
2024-05,East,Technology,Home Office,15143.759999999998,6270.307199999999,15,2
2024-05,North,Furniture,Consumer,3210.1600000000003,872.3336000000002,5,2
2024-05,North,Furniture,Home Office,421.79999999999995,147.63,3,1
2024-05,North,Office Supplies,Consumer,6037.2,2294.136,5,1
2024-05,North,Office Supplies,Corporate,13495.68,4723.487999999999,8,1
2024-05,North,Office Supplies,Home Office,7392.09,3358.0883999999996,10,2
2024-05,North,Technology,Consumer,2638.54,871.9112000000001,3,2
2024-05,North,Technology,Corporate,977.5,449.65,2,1
2024-05,North,Technology,Home Office,6354.66,2497.6704,9,2
2024-05,South,Furniture,Consumer,4470.51,1755.2997,6,2
2024-05,South,Furniture,Home Office,6691.3,3613.302,7,1
2024-05,South,Office Supplies,Consumer,17571.36,7854.1446,14,3
2024-05,South,Office Supplies,Home Office,8061.02,2257.0856,10,2
2024-05,West,Furniture,Corporate,9892.480000000001,5045.1648000000005,8,1
2024-05,West,Furniture,Home Office,16713.300000000003,7333.454999999999,11,2
2024-05,West,Technology,Consumer,1465.1,642.2325000000001,8,2
2024-05,West,Technology,Corporate,11678.400000000001,5959.828799999999,12,2
2024-06,East,Furniture,Consumer,13989.990000000002,6865.4061,10,2
2024-06,East,Furniture,Corporate,15361.599999999999,5995.296,9,2
2024-06,East,Office Supplies,Consumer,8904.06,2671.218,6,1
2024-06,East,Technology,Consumer,12258.36,5657.554800000001,11,2
2024-06,East,Technology,Corporate,8244.99,3910.1859,13,2
2024-06,East,Technology,Home Office,6076.08,3281.0832,4,1
2024-06,North,Furniture,Consumer,4224.96,1098.4895999999999,4,1
2024-06,North,Furniture,Corporate,8017.14,3591.6395999999995,9,2
2024-06,North,Furniture,Home Office,6680.799999999999,2805.936,8,1
2024-06,North,Office Supplies,Consumer,2287.6,709.1560000000002,5,1
2024-06,North,Office Supplies,Home Office,2676.18,1177.5191999999997,6,1
2024-06,North,Technology,Consumer,15853.019999999999,5011.311599999999,11,2
2024-06,North,Technology,Corporate,2572.79,1133.7955000000002,3,2
2024-06,South,Office Supplies,Corporate,15387.57,5824.896300000001,21,4
2024-06,South,Office Supplies,Home Office,6061.4400000000005,2727.648,4,1
2024-06,South,Technology,Consumer,9353.07,2618.8596,9,1
2024-06,South,Technology,Corporate,11181.36,3876.0498,12,2
2024-06,South,Technology,Home Office,5725.599999999999,3091.8239999999996,8,1
2024-06,West,Office Supplies,Consumer,2461.86,935.5068000000001,2,1
2024-06,West,Technology,Consumer,9576.56,3351.7959999999994,7,1
2024-07,East,Furniture,Corporate,3946.68,1657.6055999999999,3,1
2024-07,East,Office Supplies,Corporate,2916.48,904.1088000000002,2,1
2024-07,East,Technology,Home Office,670.8000000000001,254.90400000000005,5,1
2024-07,North,Office Supplies,Consumer,3010.88,1053.808,8,1
2024-07,North,Office Supplies,Corporate,9676.800000000001,5031.936000000001,7,1
2024-07,North,Office Supplies,Home Office,9412.48,2823.7440000000006,8,1
2024-07,North,Technology,Consumer,2948.4,1474.2,9,1
2024-07,South,Office Supplies,Corporate,1704.82,596.6869999999999,2,1
2024-07,South,Office Supplies,Home Office,13660.560000000001,4820.8608,13,2
2024-07,South,Technology,Consumer,12457.1,3487.988000000001,10,2
2024-07,South,Technology,Corporate,1955.52,860.4287999999999,6,1
2024-07,South,Technology,Home Office,1603.92,481.17600000000016,6,1
2024-07,West,Furniture,Consumer,1266.6599999999999,620.6633999999999,2,1
2024-07,West,Furniture,Corporate,1914.59,1018.3851,6,2
2024-07,West,Office Supplies,Home Office,8307.63,3239.9757,9,1
2024-07,West,Technology,Consumer,1307.3400000000001,339.90840000000003,3,1
2024-07,West,Technology,Corporate,10444.54,4718.583200000001,14,3
2024-07,West,Technology,Home Office,6295.2,2077.4159999999993,4,1
2024-08,East,Furniture,Consumer,5154.75,2835.1124999999997,5,1
2024-08,East,Furniture,Corporate,1543.76,818.1928,1,1
2024-08,East,Furniture,Home Office,11078.26,5519.103,15,3
2024-08,East,Office Supplies,Consumer,5735.96,2570.5620000000004,13,3
2024-08,East,Office Supplies,Corporate,9474.0,3315.8999999999996,6,1
2024-08,East,Office Supplies,Home Office,3143.84,1037.4672,2,1
2024-08,East,Technology,Consumer,7296.85,2735.7478,11,3
2024-08,East,Technology,Corporate,1407.84,464.58719999999994,2,1
2024-08,North,Office Supplies,Corporate,16529.93,7237.4132,13,2
2024-08,North,Technology,Consumer,4682.549999999999,1966.6709999999998,5,1
2024-08,North,Technology,Corporate,18573.449999999997,6611.988599999999,15,2
2024-08,South,Furniture,Consumer,6447.6,2772.4680000000003,5,1
2024-08,South,Office Supplies,Corporate,6134.76,2644.3548,10,2
2024-08,South,Technology,Consumer,665.0,339.15000000000003,7,1
2024-08,West,Furniture,Corporate,10274.0,4233.916,8,2
2024-08,West,Furniture,Home Office,3946.05,1284.0659999999998,4,2
2024-08,West,Office Supplies,Consumer,6773.76,2303.0783999999994,9,1
2024-08,West,Office Supplies,Corporate,11621.6,5989.103999999999,7,2
2024-08,West,Technology,Home Office,13818.22,6878.4637999999995,16,2
2024-09,East,Furniture,Corporate,4000.2799999999997,1480.1036,4,1
2024-09,East,Furniture,Home Office,4000.9199999999996,1331.2068,6,2
2024-09,East,Office Supplies,Corporate,496.44,223.39799999999997,3,1
2024-09,East,Technology,Consumer,4107.28,1901.3,6,2
2024-09,North,Office Supplies,Consumer,701.46,273.56940000000003,1,1
2024-09,North,Office Supplies,Home Office,4615.679999999999,2123.2127999999993,4,1
2024-09,North,Technology,Consumer,11386.340000000002,6013.827400000001,9,2
2024-09,North,Technology,Home Office,10557.33,5253.0135,9,2
2024-09,South,Furniture,Corporate,17530.02,6349.710599999999,11,2
2024-09,South,Office Supplies,Consumer,1060.8,466.75199999999995,3,1
2024-09,South,Office Supplies,Corporate,5302.49,2689.5441,8,2
2024-09,South,Technology,Corporate,9942.76,4534.3428,13,3
2024-09,South,Technology,Home Office,3575.7,1823.607,6,1
2024-09,West,Furniture,Home Office,2421.76,1186.6624000000002,2,1
2024-09,West,Office Supplies,Corporate,2115.84,761.7024000000001,8,1
2024-09,West,Office Supplies,Home Office,7520.45,3974.976,9,2
2024-09,West,Technology,Consumer,8686.26,2412.5112,12,2
2024-09,West,Technology,Home Office,986.04,473.2991999999999,3,1
2024-10,East,Furniture,Consumer,2449.44,979.7760000000001,7,1
2024-10,East,Furniture,Home Office,3873.6800000000003,1743.156,4,1
