Order_ID,Customer_ID,Product_Category,Region,Quantity,Unit_Price,Discount,Order_Date,Gross_Sales,Discount_Amount,Net_Sales,Month,Year
66,1007,Electronics,North,9,4846.0,0.0,2024-03-06,43614.0,0.0,43614.0,3,2024
67,1174,Beauty,East,6,2971.0,5.0,2024-03-07,17826.0,891.3,16934.7,3,2024
68,1034,Electronics,North,9,760.0,0.0,2024-03-08,6840.0,0.0,6840.0,3,2024
69,1080,Electronics,West,4,2735.0,0.0,2024-03-09,10940.0,0.0,10940.0,3,2024
70,1163,Electronics,South,8,2429.0,0.0,2024-03-10,19432.0,0.0,19432.0,3,2024
71,1049,Groceries,South,4,4054.0,5.0,2024-03-11,16216.0,810.8,15405.2,3,2024
72,1103,Groceries,East,2,2550.0,0.0,2024-03-12,5100.0,0.0,5100.0,3,2024
73,1131,Electronics,North,9,1232.0,0.0,2024-03-13,11088.0,0.0,11088.0,3,2024
74,1001,Beauty,North,5,799.0,10.0,2024-03-14,3995.0,399.5,3595.5,3,2024
75,1133,Furniture,East,4,2138.0,0.0,2024-03-15,8552.0,0.0,8552.0,3,2024
76,1053,Furniture,North,2,4747.0,0.0,2024-03-16,9494.0,0.0,9494.0,3,2024
77,1105,Clothing,West,1,4600.0,10.0,2024-03-17,4600.0,460.0,4140.0,3,2024
78,1003,Beauty,South,7,4657.0,10.0,2024-03-18,32599.0,3259.9,29339.1,3,2024
79,1053,Groceries,East,6,2279.0,10.0,2024-03-19,13674.0,1367.4,12306.6,3,2024
80,1190,Electronics,East,2,2938.0,0.0,2024-03-20,5876.0,0.0,5876.0,3,2024
81,1145,Clothing,North,8,973.0,0.0,2024-03-21,7784.0,0.0,7784.0,3,2024
82,1043,Furniture,East,4,183.0,10.0,2024-03-22,732.0,73.2,658.8,3,2024
83,1161,Groceries,West,8,1522.0,5.0,2024-03-23,12176.0,608.8,11567.2,3,2024
84,1189,Groceries,North,7,2775.0,10.0,2024-03-24,19425.0,1942.5,17482.5,3,2024
85,1013,Electronics,North,5,3280.0,15.0,2024-03-25,16400.0,2460.0,13940.0,3,2024
86,1094,Furniture,North,8,4416.0,10.0,2024-03-26,35328.0,3532.8,31795.2,3,2024
87,1047,Beauty,North,9,4075.0,0.0,2024-03-27,36675.0,0.0,36675.0,3,2024
88,1014,Groceries,West,5,1491.0,10.0,2024-03-28,7455.0,745.5,6709.5,3,2024
89,1199,Electronics,North,5,3318.0,15.0,2024-03-29,16590.0,2488.5,14101.5,3,2024
90,1189,Beauty,East,2,4307.0,5.0,2024-03-30,8614.0,430.7,8183.3,3,2024
91,1039,Furniture,West,5,714.0,0.0,2024-03-31,3570.0,0.0,3570.0,3,2024
92,1081,Groceries,South,3,3071.0,10.0,2024-04-01,9213.0,921.3,8291.7,4,2024
93,1110,Beauty,South,7,3665.0,15.0,2024-04-02,25655.0,3848.25,21806.75,4,2024
94,1052,Beauty,East,5,3676.0,15.0,2024-04-03,18380.0,2757.0,15623.0,4,2024
95,1023,Beauty,East,8,4670.0,5.0,2024-04-04,37360.0,1868.0,35492.0,4,2024
96,1153,Groceries,West,1,370.0,0.0,2024-04-05,370.0,0.0,370.0,4,2024
97,1187,Groceries,South,3,4166.0,10.0,2024-04-06,12498.0,1249.8,11248.2,4,2024
98,1123,Clothing,South,3,2568.0,15.0,2024-04-07,7704.0,1155.6,6548.4,4,2024
99,1040,Furniture,South,9,1490.0,5.0,2024-04-08,13410.0,670.5,12739.5,4,2024
100,1156,Electronics,South,5,3454.0,0.0,2024-04-09,17270.0,0.0,17270.0,4,2024
101,1014,Beauty,South,9,4235.0,15.0,2024-04-10,38115.0,5717.25,32397.75,4,2024
102,1044,Clothing,North,9,3707.0,5.0,2024-04-11,33363.0,1668.15,31694.85,4,2024
103,1064,Electronics,East,1,2683.0,0.0,2024-04-12,2683.0,0.0,2683.0,4,2024
104,1088,Clothing,North,2,4173.0,0.0,2024-04-13,8346.0,0.0,8346.0,4,2024
105,1070,Groceries,South,5,3175.0,15.0,2024-04-14,15875.0,2381.25,13493.75,4,2024
106,1008,Beauty,West,4,4006.0,15.0,2024-04-15,16024.0,2403.6,13620.4,4,2024
107,1087,Electronics,West,9,389.0,10.0,2024-04-16,3501.0,350.1,3150.9,4,2024
108,1128,Electronics,South,7,2580.0,5.0,2024-04-17,18060.0,903.0,17157.0,4,2024
109,1135,Electronics,South,6,3352.0,15.0,2024-04-18,20112.0,3016.8,17095.2,4,2024
110,1062,Electronics,West,7,378.0,10.0,2024-04-19,2646.0,264.6,2381.4,4,2024
111,1138,Electronics,North,1,3024.0,10.0,2024-04-20,3024.0,302.4,2721.6,4,2024
112,1080,Clothing,North,1,680.0,15.0,2024-04-21,680.0,102.0,578.0,4,2024
113,1135,Beauty,South,8,353.0,0.0,2024-04-22,2824.0,0.0,2824.0,4,2024
114,1162,Groceries,North,2,4376.0,5.0,2024-04-23,8752.0,437.6,8314.4,4,2024
115,1162,Groceries,West,9,4876.0,5.0,2024-04-24,43884.0,2194.2,41689.8,4,2024
116,1032,Groceries,North,7,924.0,0.0,2024-04-25,6468.0,0.0,6468.0,4,2024
117,1122,Groceries,South,6,3932.0,15.0,2024-04-26,23592.0,3538.8,20053.2,4,2024
118,1004,Clothing,West,1,799.0,5.0,2024-04-27,799.0,39.95,759.05,4,2024
119,1040,Furniture,North,1,1480.0,15.0,2024-04-28,1480.0,222.0,1258.0,4,2024
120,1027,Beauty,East,2,3996.0,15.0,2024-04-29,7992.0,1198.8,6793.2,4,2024
121,1134,Electronics,West,6,1773.0,10.0,2024-04-30,10638.0,1063.8,9574.2,4,2024
122,1071,Furniture,West,6,2827.0,0.0,2024-05-01,16962.0,0.0,16962.0,5,2024
123,1011,Groceries,East,2,3256.0,15.0,2024-05-02,6512.0,976.8,5535.2,5,2024
124,1161,Furniture,East,1,3488.0,0.0,2024-05-03,3488.0,0.0,3488.0,5,2024
125,1032,Beauty,West,5,4407.0,0.0,2024-05-04,22035.0,0.0,22035.0,5,2024
126,1047,Electronics,East,5,483.0,5.0,2024-05-05,2415.0,120.75,2294.25,5,2024
127,1150,Electronics,South,2,441.0,10.0,2024-05-06,882.0,88.2,793.8,5,2024
128,1061,Beauty,South,6,2087.0,5.0,2024-05-07,12522.0,626.1,11895.9,5,2024
129,1036,Beauty,South,9,4159.0,5.0,2024-05-08,37431.0,1871.55,35559.45,5,2024
130,1098,Groceries,West,2,3209.0,0.0,2024-05-09,6418.0,0.0,6418.0,5,2024
131,1171,Electronics,East,2,4182.0,5.0,2024-05-10,8364.0,418.2,7945.8,5,2024
132,1103,Furniture,East,3,4615.0,15.0,2024-05-11,13845.0,2076.75,11768.25,5,2024
133,1034,Clothing,North,7,2898.0,5.0,2024-05-12,20286.0,1014.3,19271.7,5,2024
134,1192,Clothing,North,6,3340.0,10.0,2024-05-13,20040.0,2004.0,18036.0,5,2024
135,1100,Beauty,East,8,2088.0,10.0,2024-05-14,16704.0,1670.4,15033.6,5,2024
136,1174,Groceries,East,8,3514.0,0.0,2024-05-15,28112.0,0.0,28112.0,5,2024
137,1130,Clothing,East,6,1949.0,10.0,2024-05-16,11694.0,1169.4,10524.6,5,2024
138,1000,Electronics,West,3,405.0,5.0,2024-05-17,1215.0,60.75,1154.25,5,2024
139,1004,Beauty,East,3,3713.0,10.0,2024-05-18,11139.0,1113.9,10025.1,5,2024
140,1141,Furniture,North,1,2849.0,0.0,2024-05-19,2849.0,0.0,2849.0,5,2024
141,1102,Beauty,West,7,1235.0,10.0,2024-05-20,8645.0,864.5,7780.5,5,2024
142,1026,Furniture,East,5,305.0,15.0,2024-05-21,1525.0,228.75,1296.25,5,2024
143,1136,Beauty,North,4,4691.0,0.0,2024-05-22,18764.0,0.0,18764.0,5,2024
144,1014,Beauty,West,4,3550.0,0.0,2024-05-23,14200.0,0.0,14200.0,5,2024
145,1089,Beauty,East,4,3911.0,15.0,2024-05-24,15644.0,2346.6,13297.4,5,2024
146,1041,Furniture,East,6,3722.0,5.0,2024-05-25,22332.0,1116.6,21215.4,5,2024
147,1123,Furniture,East,8,3699.0,5.0,2024-05-26,29592.0,1479.6,28112.4,5,2024
148,1178,Beauty,West,8,2651.0,5.0,2024-05-27,21208.0,1060.4,20147.6,5,2024
149,1062,Clothing,North,5,4408.0,15.0,2024-05-28,22040.0,3306.0,18734.0,5,2024
150,1095,Groceries,North,6,409.0,15.0,2024-05-29,2454.0,368.1,2085.9,5,2024
151,1051,Groceries,South,4,2808.0,15.0,2024-05-30,11232.0,1684.8,9547.2,5,2024
152,1095,Groceries,East,9,2091.0,0.0,2024-05-31,18819.0,0.0,18819.0,5,2024
153,1131,Furniture,South,8,371.0,0.0,2024-06-01,2968.0,0.0,2968.0,6,2024
154,1150,Furniture,South,1,3742.0,5.0,2024-06-02,3742.0,187.1,3554.9,6,2024
155,1142,Clothing,North,2,4186.0,10.0,2024-06-03,8372.0,837.2,7534.8,6,2024
156,1170,Groceries,West,9,1922.0,5.0,2024-06-04,17298.0,864.9,16433.1,6,2024
157,1028,Groceries,West,8,3373.0,0.0,2024-06-05,26984.0,0.0,26984.0,6,2024
158,1035,Beauty,North,3,4638.0,0.0,2024-06-06,13914.0,0.0,13914.0,6,2024
159,1012,Furniture,West,8,4449.0,15.0,2024-06-07,35592.0,5338.8,30253.2,6,2024
160,1159,Groceries,South,1,620.0,0.0,2024-06-08,620.0,0.0,620.0,6,2024
161,1070,Clothing,East,4,1076.0,15.0,2024-06-09,4304.0,645.6,3658.4,6,2024
162,1186,Clothing,North,3,3822.0,0.0,2024-06-10,11466.0,0.0,11466.0,6,2024
163,1085,Groceries,East,6,3651.0,0.0,2024-06-11,21906.0,0.0,21906.0,6,2024
164,1027,Furniture,West,7,4205.0,0.0,2024-06-12,29435.0,0.0,29435.0,6,2024
165,1065,Clothing,East,4,2873.0,15.0,2024-06-13,11492.0,1723.8,9768.2,6,2024
166,1169,Beauty,West,7,2652.0,0.0,2024-06-14,18564.0,0.0,18564.0,6,2024
167,1044,Clothing,West,9,2932.0,5.0,2024-06-15,26388.0,1319.4,25068.6,6,2024
168,1061,Electronics,South,2,4007.0,5.0,2024-06-16,8014.0,400.7,7613.3,6,2024
169,1184,Electronics,West,3,252.0,15.0,2024-06-17,756.0,113.4,642.6,6,2024
170,1133,Furniture,South,5,3064.0,0.0,2024-06-18,15320.0,0.0,15320.0,6,2024
171,1027,Groceries,South,3,3016.0,0.0,2024-06-19,9048.0,0.0,9048.0,6,2024
172,1027,Furniture,South,8,2900.0,0.0,2024-06-20,23200.0,0.0,23200.0,6,2024
173,1107,Furniture,North,8,1852.0,5.0,2024-06-21,14816.0,740.8,14075.2,6,2024
174,1043,Furniture,North,8,2710.0,0.0,2024-06-22,21680.0,0.0,21680.0,6,2024
175,1083,Furniture,West,9,3975.0,0.0,2024-06-23,35775.0,0.0,35775.0,6,2024
176,1029,Beauty,South,4,1204.0,10.0,2024-06-24,4816.0,481.6,4334.4,6,2024
177,1189,Beauty,North,5,2636.0,15.0,2024-06-25,13180.0,1977.0,11203.0,6,2024
178,1074,Clothing,South,5,4299.0,15.0,2024-06-26,21495.0,3224.25,18270.75,6,2024
179,1127,Electronics,East,8,3954.0,10.0,2024-06-27,31632.0,3163.2,28468.8,6,2024
180,1091,Furniture,East,7,3594.0,5.0,2024-06-28,25158.0,1257.9,23900.1,6,2024
181,1189,Clothing,East,9,2014.0,0.0,2024-06-29,18126.0,0.0,18126.0,6,2024
182,1128,Electronics,West,8,3172.0,15.0,2024-06-30,25376.0,3806.4,21569.6,6,2024
183,1120,Groceries,South,2,1106.0,10.0,2024-07-01,2212.0,221.2,1990.8,7,2024
184,1026,Beauty,East,4,506.0,10.0,2024-07-02,2024.0,202.4,1821.6,7,2024
185,1189,Electronics,North,6,266.0,5.0,2024-07-03,1596.0,79.8,1516.2,7,2024
186,1120,Groceries,East,2,608.0,5.0,2024-07-04,1216.0,60.8,1155.2,7,2024
187,1115,Electronics,East,7,1761.0,0.0,2024-07-05,12327.0,0.0,12327.0,7,2024
188,1002,Beauty,East,3,3764.0,15.0,2024-07-06,11292.0,1693.8,9598.2,7,2024
189,1102,Beauty,West,3,3589.0,0.0,2024-07-07,10767.0,0.0,10767.0,7,2024
190,1197,Clothing,North,2,4958.0,10.0,2024-07-08,9916.0,991.6,8924.4,7,2024
191,1199,Furniture,South,8,780.0,0.0,2024-07-09,6240.0,0.0,6240.0,7,2024
192,1154,Electronics,North,6,2624.0,0.0,2024-07-10,15744.0,0.0,15744.0,7,2024
193,1136,Electronics,South,1,2220.0,5.0,2024-07-11,2220.0,111.0,2109.0,7,2024
194,1061,Groceries,West,1,4777.0,0.0,2024-07-12,4777.0,0.0,4777.0,7,2024
195,1164,Beauty,West,7,4457.0,0.0,2024-07-13,31199.0,0.0,31199.0,7,2024
196,1050,Electronics,West,8,1463.0,0.0,2024-07-14,11704.0,0.0,11704.0,7,2024
197,1171,Beauty,West,5,1431.0,10.0,2024-07-15,7155.0,715.5,6439.5,7,2024
198,1151,Electronics,South,5,2392.0,0.0,2024-07-16,11960.0,0.0,11960.0,7,2024
199,1058,Clothing,East,4,1638.0,0.0,2024-07-17,6552.0,0.0,6552.0,7,2024
200,1117,Furniture,South,6,3508.0,0.0,2024-07-18,21048.0,0.0,21048.0,7,2024
201,1159,Electronics,North,6,660.0,0.0,2024-07-19,3960.0,0.0,3960.0,7,2024
202,1095,Beauty,West,3,1199.0,10.0,2024-07-20,3597.0,359.7,3237.3,7,2024
203,1179,Clothing,West,9,2003.0,5.0,2024-07-21,18027.0,901.35,17125.65,7,2024
204,1112,Electronics,North,7,274.0,0.0,2024-07-22,1918.0,0.0,1918.0,7,2024
205,1061,Groceries,South,1,2256.0,15.0,2024-07-23,2256.0,338.4,1917.6,7,2024
206,1185,Furniture,East,7,2330.0,10.0,2024-07-24,16310.0,1631.0,14679.0,7,2024
207,1051,Electronics,East,5,4387.0,10.0,2024-07-25,21935.0,2193.5,19741.5,7,2024
208,1011,Clothing,North,5,4260.0,15.0,2024-07-26,21300.0,3195.0,18105.0,7,2024
209,1038,Groceries,East,2,4020.0,15.0,2024-07-27,8040.0,1206.0,6834.0,7,2024
210,1129,Clothing,South,4,1597.0,15.0,2024-07-28,6388.0,958.2,5429.8,7,2024
211,1130,Clothing,South,6,3954.0,5.0,2024-07-29,23724.0,1186.2,22537.8,7,2024
212,1112,Groceries,North,7,3271.0,0.0,2024-07-30,22897.0,0.0,22897.0,7,2024
213,1100,Clothing,South,5,1667.0,10.0,2024-07-31,8335.0,833.5,7501.5,7,2024
214,1112,Groceries,West,9,1251.0,0.0,2024-08-01,11259.0,0.0,11259.0,8,2024
215,1183,Electronics,North,3,468.0,0.0,2024-08-02,1404.0,0.0,1404.0,8,2024
216,1080,Groceries,South,1,142.0,15.0,2024-08-03,142.0,21.3,120.7,8,2024
217,1186,Groceries,North,4,2007.0,5.0,2024-08-04,8028.0,401.4,7626.6,8,2024
218,1112,Furniture,East,9,3590.0,0.0,2024-08-05,32310.0,0.0,32310.0,8,2024
219,1001,Groceries,South,4,2635.0,5.0,2024-08-06,10540.0,527.0,10013.0,8,2024
220,1129,Groceries,West,2,4273.0,0.0,2024-08-07,8546.0,0.0,8546.0,8,2024
221,1053,Electronics,South,5,2973.0,5.0,2024-08-08,14865.0,743.25,14121.75,8,2024
222,1086,Furniture,North,3,1924.0,15.0,2024-08-09,5772.0,865.8,4906.2,8,2024
223,1128,Beauty,North,9,1393.0,0.0,2024-08-10,12537.0,0.0,12537.0,8,2024
224,1146,Electronics,South,4,4869.0,15.0,2024-08-11,19476.0,2921.4,16554.6,8,2024
225,1125,Electronics,West,6,4896.0,0.0,2024-08-12,29376.0,0.0,29376.0,8,2024
226,1129,Beauty,West,2,4954.0,0.0,2024-08-13,9908.0,0.0,9908.0,8,2024
227,1052,Groceries,West,6,3486.0,0.0,2024-08-14,20916.0,0.0,20916.0,8,2024
228,1171,Clothing,North,3,3072.0,0.0,2024-08-15,9216.0,0.0,9216.0,8,2024
229,1159,Furniture,South,9,4022.0,0.0,2024-08-16,36198.0,0.0,36198.0,8,2024
230,1197,Clothing,East,2,1092.0,5.0,2024-08-17,2184.0,109.2,2074.8,8,2024
231,1159,Beauty,North,9,2486.0,5.0,2024-08-18,22374.0,1118.7,21255.3,8,2024
232,1067,Electronics,West,5,2340.0,0.0,2024-08-19,11700.0,0.0,11700.0,8,2024
233,1182,Electronics,South,8,1576.0,0.0,2024-08-20,12608.0,0.0,12608.0,8,2024
234,1183,Furniture,West,2,3507.0,10.0,2024-08-21,7014.0,701.4,6312.6,8,2024
235,1122,Electronics,East,6,489.0,0.0,2024-08-22,2934.0,0.0,2934.0,8,2024
236,1144,Electronics,West,3,1099.0,0.0,2024-08-23,3297.0,0.0,3297.0,8,2024
237,1037,Furniture,West,5,4720.0,0.0,2024-08-24,23600.0,0.0,23600.0,8,2024
238,1023,Furniture,East,8,1955.0,5.0,2024-08-25,15640.0,782.0,14858.0,8,2024
239,1068,Beauty,South,1,758.0,0.0,2024-08-26,758.0,0.0,758.0,8,2024
240,1115,Electronics,North,5,2863.0,0.0,2024-08-27,14315.0,0.0,14315.0,8,2024
241,1097,Electronics,South,3,3763.0,0.0,2024-08-28,11289.0,0.0,11289.0,8,2024
242,1197,Beauty,East,4,1581.0,0.0,2024-08-29,6324.0,0.0,6324.0,8,2024
243,1138,Groceries,West,2,3831.0,10.0,2024-08-30,7662.0,766.2,6895.8,8,2024
244,1143,Groceries,South,9,551.0,0.0,2024-08-31,4959.0,0.0,4959.0,8,2024
245,1096,Groceries,North,3,2575.0,0.0,2024-09-01,7725.0,0.0,7725.0,9,2024
246,1123,Beauty,East,2,3322.0,10.0,2024-09-02,6644.0,664.4,5979.6,9,2024
247,1186,Electronics,South,9,1637.0,0.0,2024-09-03,14733.0,0.0,14733.0,9,2024
248,1069,Beauty,North,7,3193.0,0.0,2024-09-04,22351.0,0.0,22351.0,9,2024
249,1092,Beauty,East,6,982.0,0.0,2024-09-05,5892.0,0.0,5892.0,9,2024
250,1002,Groceries,North,1,4508.0,10.0,2024-09-06,4508.0,450.8,4057.2,9,2024
251,1147,Clothing,East,5,4168.0,15.0,2024-09-07,20840.0,3126.0,17714.0,9,2024
252,1186,Electronics,West,3,2666.0,0.0,2024-09-08,7998.0,0.0,7998.0,9,2024
253,1163,Groceries,South,1,3377.0,5.0,2024-09-09,3377.0,168.85,3208.15,9,2024
254,1146,Clothing,North,4,474.0,0.0,2024-09-10,1896.0,0.0,1896.0,9,2024
255,1089,Clothing,East,2,4646.0,0.0,2024-09-11,9292.0,0.0,9292.0,9,2024
256,1194,Furniture,North,2,3797.0,5.0,2024-09-12,7594.0,379.7,7214.3,9,2024
257,1146,Electronics,North,3,3162.0,5.0,2024-09-13,9486.0,474.3,9011.7,9,2024
258,1147,Clothing,South,8,4790.0,0.0,2024-09-14,38320.0,0.0,38320.0,9,2024
259,1095,Groceries,West,8,3350.0,5.0,2024-09-15,26800.0,1340.0,25460.0,9,2024
260,1198,Furniture,North,7,4695.0,15.0,2024-09-16,32865.0,4929.75,27935.25,9,2024
261,1051,Electronics,East,6,4659.0,10.0,2024-09-17,27954.0,2795.4,25158.6,9,2024
262,1160,Beauty,East,9,212.0,5.0,2024-09-18,1908.0,95.4,1812.6,9,2024
263,1167,Groceries,West,4,3297.0,5.0,2024-09-19,13188.0,659.4,12528.6,9,2024
264,1127,Clothing,East,1,2478.0,15.0,2024-09-20,2478.0,371.7,2106.3,9,2024
265,1038,Clothing,West,8,2024.0,0.0,2024-09-21,16192.0,0.0,16192.0,9,2024
266,1081,Groceries,East,7,239.0,0.0,2024-09-22,1673.0,0.0,1673.0,9,2024
267,1103,Clothing,South,7,1524.0,0.0,2024-09-23,10668.0,0.0,10668.0,9,2024
268,1128,Furniture,North,3,3049.0,15.0,2024-09-24,9147.0,1372.05,7774.95,9,2024
269,1010,Electronics,South,4,3268.0,10.0,2024-09-25,13072.0,1307.2,11764.8,9,2024
270,1184,Furniture,North,9,616.0,10.0,2024-09-26,5544.0,554.4,4989.6,9,2024
271,1177,Clothing,North,6,2716.0,15.0,2024-09-27,16296.0,2444.4,13851.6,9,2024
272,1150,Beauty,North,5,987.0,10.0,2024-09-28,4935.0,493.5,4441.5,9,2024
273,1158,Electronics,South,3,3204.0,0.0,2024-09-29,9612.0,0.0,9612.0,9,2024
274,1041,Electronics,North,9,149.0,10.0,2024-09-30,1341.0,134.1,1206.9,9,2024
275,1098,Groceries,South,5,4051.0,10.0,2024-10-01,20255.0,2025.5,18229.5,10,2024
276,1006,Groceries,West,5,3660.0,15.0,2024-10-02,18300.0,2745.0,15555.0,10,2024
277,1143,Beauty,East,4,118.0,15.0,2024-10-03,472.0,70.8,401.2,10,2024
278,1089,Electronics,East,4,4921.0,10.0,2024-10-04,19684.0,1968.4,17715.6,10,2024
279,1111,Beauty,North,1,1573.0,5.0,2024-10-05,1573.0,78.65,1494.35,10,2024
280,1059,Groceries,South,7,4161.0,15.0,2024-10-06,29127.0,4369.05,24757.95,10,2024
281,1112,Groceries,East,9,2706.0,0.0,2024-10-07,24354.0,0.0,24354.0,10,2024
282,1001,Electronics,South,3,551.0,0.0,2024-10-08,1653.0,0.0,1653.0,10,2024
