Date,Region,Category,Product,Units,Price,Discount,Revenue,Cost,Profit,Month,Profit Margin
2024-05-23,North,Electronics,Tablet,6,483,0.2,2318.4,1772.624763270032,545.7752367299681,2024-05,0.2354102987965701
2024-09-08,East,Clothing,Jacket,3,530,0.1,1431.0,911.7852569536162,519.2147430463838,2024-09,0.36283350317706764
2024-07-17,West,Electronics,Laptop,8,659,0.05,5008.4,3803.516823606565,1204.8831763934345,2024-07,0.240572473523168
2024-09-23,West,Electronics,Laptop,2,170,0.05,323.0,198.47878643799882,124.52121356200118,2024-09,0.3855145930712111
2024-09-08,West,Furniture,Chair,4,591,0.0,2364.0,1443.134703922167,920.8652960778329,2024-09,0.38953692727488703
2024-10-30,South,Clothing,Shirt,5,179,0.1,805.5,481.0258939422453,324.4741060577547,2024-10,0.4028232229146551
2024-08-20,East,Office Supplies,Printer,4,171,0.0,684.0,485.9874114923832,198.01258850761678,2024-08,0.28949208846142804
2024-03-15,North,Clothing,Jeans,8,871,0.1,6271.2,4032.824921415501,2238.3750785844986,2024-03,0.35692930835956416
2024-04-08,North,Electronics,Phone,2,725,0.1,1305.0,930.4523609127235,374.5476390872765,2024-04,0.28700968512434977
2024-06-17,West,Electronics,Laptop,5,835,0.15,3548.75,2276.939024822106,1271.8109751778939,2024-06,0.358382803854285
2024-05-14,East,Electronics,Laptop,3,489,0.2,1173.6000000000001,788.2901476783044,385.30985232169576,2024-05,0.32831446176013607
2024-09-20,East,Office Supplies,Pen,5,817,0.0,4085.0,2835.913092174669,1249.0869078253309,2024-09,0.30577402884341026
2024-11-12,West,Office Supplies,Printer,1,531,0.0,531.0,424.07658030834705,106.92341969165295,2024-11,0.2013623723006647
2024-06-06,North,Furniture,Chair,6,118,0.15,601.8,333.3154479567681,268.4845520432319,2024-06,0.44613584586778315
2024-10-06,North,Electronics,Phone,5,626,0.1,2817.0,2239.7485178320253,577.2514821679747,2024-10,0.20491710407098854
2024-04-25,East,Electronics,Laptop,7,180,0.1,1134.0,671.7511936855072,462.24880631449275,2024-04,0.40762681332847683
2024-10-07,South,Office Supplies,Pen,3,891,0.05,2539.35,1787.0721502796343,752.2778497203656,2024-10,0.29624819332520747
2024-12-07,East,Furniture,Sofa,2,804,0.0,1608.0,939.3217752396956,668.6782247603044,2024-12,0.41584466713949275
2024-09-02,West,Office Supplies,Notebook,7,557,0.1,3509.1,2154.7689464418286,1354.3310535581713,2024-09,0.3859482641013854
2024-01-13,West,Furniture,Sofa,9,55,0.2,396.0,237.03312139769218,158.96687860230782,2024-01,0.4014315116219894
2024-09-20,West,Furniture,Desk,3,490,0.15,1249.5,868.0479217341737,381.45207826582634,2024-09,0.3052837761231103
2024-10-14,East,Office Supplies,Pen,3,684,0.05,1949.3999999999999,1336.6278627247373,612.7721372752626,2024-10,0.3143388413231059
2024-05-04,South,Furniture,Desk,6,324,0.15,1652.3999999999999,924.8626287927947,727.5373712072052,2024-05,0.4402913163926442
2024-09-27,South,Office Supplies,Notebook,1,283,0.2,226.4,139.88932903539742,86.51067096460258,2024-09,0.3821142710450644
2024-04-17,North,Office Supplies,Pen,4,369,0.1,1328.4,942.3104702875546,386.0895297124455,2024-04,0.29064252462544826
2024-11-03,West,Electronics,Phone,3,676,0.1,1825.2,1204.1626592679818,621.0373407320183,2024-11,0.340257144823591
2024-12-11,North,Furniture,Chair,7,146,0.0,1022.0,738.0117246455512,283.9882753544488,2024-12,0.2778750248086583
2024-05-08,South,Furniture,Chair,2,115,0.0,230.0,164.46134916126957,65.53865083873043,2024-05,0.2849506558205671
2024-09-28,North,Office Supplies,Printer,5,809,0.2,3236.0,2119.2564505040823,1116.7435494959177,2024-09,0.34509998439305245
2024-03-16,South,Clothing,Jacket,5,105,0.0,525.0,333.6217062565278,191.37829374347223,2024-03,0.3645300833208995
2024-08-07,North,Office Supplies,Notebook,4,472,0.15,1604.8,889.5250340548982,715.2749659451017,2024-08,0.44570972454206237
2024-12-06,East,Clothing,Shirt,5,42,0.05,199.5,140.44052364035431,59.059476359645686,2024-12,0.2960374754869458
2024-11-20,West,Furniture,Sofa,3,461,0.0,1383.0,947.1397527843217,435.8602472156783,2024-11,0.31515563789998435
2024-01-04,West,Clothing,Jacket,2,516,0.15,877.1999999999999,610.9205849732705,266.27941502672945,2024-01,0.30355610468163413
2024-12-05,West,Clothing,Jeans,3,399,0.0,1197.0,795.4821774795864,401.5178225204136,2024-12,0.3354367773771208
2024-06-27,East,Electronics,Tablet,1,436,0.05,414.2,249.212165465237,164.98783453476298,2024-06,0.3983289100308136
2024-10-11,North,Clothing,Jacket,2,272,0.1,489.6,344.95427544295814,144.6457245570419,2024-10,0.29543652891552674
2024-08-02,North,Furniture,Chair,2,134,0.0,268.0,180.63450943765824,87.36549056234176,2024-08,0.3259906364266484
2024-11-09,North,Furniture,Chair,8,439,0.0,3512.0,2637.0562568778973,874.9437431221027,2024-11,0.24912976740378778
2024-09-05,West,Furniture,Chair,9,211,0.1,1709.1000000000001,1363.2230845483377,345.8769154516624,2024-09,0.20237371449983171
2024-02-05,South,Electronics,Tablet,8,682,0.2,4364.8,2660.9968934032195,1703.8031065967807,2024-02,0.39035078505241494
2024-07-01,North,Office Supplies,Notebook,3,892,0.0,2676.0,1829.265079791947,846.7349202080529,2024-07,0.3164181316173591
2024-03-24,West,Electronics,Phone,3,196,0.15,499.8,276.24416455246336,223.55583544753665,2024-03,0.44729058712992525
2024-08-20,East,Clothing,Shirt,7,815,0.15,4849.25,3362.2734197454615,1486.9765802545385,2024-08,0.3066405279691784
2024-05-23,North,Electronics,Tablet,9,488,0.15,3733.2,2936.3433668714815,796.8566331285183,2024-05,0.2134513642795774
2024-05-23,North,Office Supplies,Notebook,5,61,0.05,289.75,163.5319126787057,126.21808732129429,2024-05,0.4356103099958388
2024-08-10,South,Electronics,Tablet,7,752,0.1,4737.6,3441.666809505926,1295.9331904940746,2024-08,0.27354212903032643
2024-08-26,West,Electronics,Phone,1,272,0.2,217.60000000000002,131.78815711586407,85.81184288413596,2024-08,0.3943558956072424
2024-10-09,South,Furniture,Chair,5,441,0.1,1984.5,1379.8751501216375,604.6248498783625,2024-10,0.30467364569330435
2024-12-30,North,Furniture,Chair,7,236,0.2,1321.6000000000001,975.7961524095545,345.8038475904457,2024-12,0.26165545368526455
2024-03-10,West,Office Supplies,Printer,6,186,0.1,1004.4,614.8746351774453,389.5253648225547,2024-03,0.38781896139242805
2024-01-19,East,Furniture,Sofa,2,239,0.05,454.09999999999997,333.8740575598836,120.22594244011634,2024-01,0.26475653477233285
2024-11-12,East,Electronics,Tablet,1,406,0.2,324.8,197.92552546894856,126.87447453105145,2024-11,0.3906233821768825
2024-07-09,West,Electronics,Laptop,8,136,0.05,1033.6,571.6207162598485,461.97928374015146,2024-07,0.446961381327546
2024-06-08,North,Electronics,Tablet,5,99,0.2,396.0,316.10351481581074,79.89648518418926,2024-06,0.2017588009701749
2024-08-16,West,Office Supplies,Printer,4,460,0.05,1748.0,1034.0361437443437,713.9638562556563,2024-08,0.4084461420226867
2024-10-31,South,Office Supplies,Printer,1,392,0.1,352.8,273.52213652530526,79.27786347469475,2024-10,0.2247104973772527
2024-01-12,South,Clothing,Jeans,8,687,0.2,4396.8,2723.137396332861,1673.6626036671391,2024-01,0.38065470425471687
2024-12-13,West,Furniture,Desk,2,559,0.15,950.3,608.2739859933916,342.0260140066083,2024-12,0.35991372619868284
2024-08-15,West,Office Supplies,Pen,1,220,0.0,220.0,143.61636964797026,76.38363035202974,2024-08,0.34719831978195337
2024-08-07,West,Electronics,Laptop,3,272,0.05,775.1999999999999,507.1046493897173,268.09535061028265,2024-08,0.3458402355653801
2024-07-15,East,Electronics,Phone,8,817,0.05,6209.2,4271.28985455016,1937.9101454498395,2024-07,0.3121030318639824
2024-01-05,East,Clothing,Shirt,6,84,0.05,478.79999999999995,381.51695267899885,97.2830473210011,2024-01,0.2031809676712638
2024-06-25,East,Electronics,Phone,9,873,0.1,7071.3,5377.933885292384,1693.3661147076164,2024-06,0.2394702692160729
2024-04-07,North,Office Supplies,Printer,1,424,0.15,360.4,271.46238092262,88.93761907737996,2024-04,0.24677474771748048
2024-12-16,North,Furniture,Sofa,5,42,0.2,168.0,122.89707545101761,45.10292454898239,2024-12,0.268469788982038
2024-07-20,South,Office Supplies,Notebook,5,97,0.0,485.0,282.4105790871188,202.58942091288122,2024-07,0.4177101462121262
2024-02-20,North,Electronics,Phone,1,507,0.05,481.65,308.0347682851294,173.61523171487056,2024-02,0.3604593204917898
2024-03-12,East,Furniture,Desk,2,457,0.1,822.6,559.4016240036815,263.19837599631853,2024-03,0.3199591247220016
2024-09-24,North,Furniture,Chair,9,420,0.2,3024.0,2132.1540208232195,891.8459791767805,2024-09,0.29492261216163373
2024-03-06,East,Office Supplies,Printer,6,723,0.15,3687.2999999999997,2931.830051558281,755.4699484417188,2024-03,0.20488431872690555
2024-11-01,South,Furniture,Desk,3,466,0.05,1328.1,846.0845214384113,482.01547856158857,2024-11,0.36293613324417484
2024-06-14,North,Clothing,Jacket,7,125,0.1,787.5,570.4732434502756,217.02675654972438,2024-06,0.2755895321266341
2024-10-11,West,Furniture,Chair,1,527,0.15,447.95,297.7899655017323,150.1600344982677,2024-10,0.33521606094043466
2024-02-03,South,Electronics,Phone,3,130,0.0,390.0,259.36161800089826,130.63838199910174,2024-02,0.334970210254107
2024-12-01,East,Office Supplies,Pen,8,379,0.15,2577.2,1640.173430645565,937.0265693544347,2024-12,0.36358317916903415
2024-07-13,West,Office Supplies,Printer,2,80,0.05,152.0,92.10626450444019,59.89373549555981,2024-07,0.3940377335234198
2024-10-03,North,Furniture,Desk,6,424,0.0,2544.0,1739.0933483738847,804.9066516261153,2024-10,0.31639412406686923
2024-01-12,South,Furniture,Desk,1,97,0.05,92.14999999999999,66.587470864549,25.562529135450987,2024-01,0.2774012928426586
2024-03-13,South,Electronics,Tablet,9,233,0.1,1887.3,1472.505620380923,414.79437961907706,2024-03,0.2197818998670466
2024-03-01,North,Furniture,Chair,8,644,0.1,4636.8,2764.1367656379125,1872.6632343620877,2024-03,0.40386974516090574
2024-07-25,East,Office Supplies,Pen,7,97,0.05,645.05,475.31653216079485,169.7334678392051,2024-07,0.26313226546656093
2024-01-14,East,Clothing,Jacket,7,22,0.1,138.6,94.66773226444319,43.932267735556806,2024-01,0.31697162868367107
2024-09-30,South,Furniture,Sofa,3,34,0.0,102.0,74.9038327553924,27.0961672446076,2024-09,0.2656486984765451
2024-01-28,South,Office Supplies,Notebook,1,250,0.05,237.5,162.41054911342172,75.08945088657828,2024-01,0.3161661089961191
2024-01-25,North,Electronics,Laptop,4,413,0.1,1486.8,1058.9074497363788,427.89255026362116,2024-01,0.287794289927106
2024-05-25,East,Clothing,Jacket,6,53,0.0,318.0,219.77445413055,98.22554586945,2024-05,0.3088853643693396
2024-02-11,North,Electronics,Phone,4,301,0.05,1143.8,698.9627848051181,444.8372151948819,2024-02,0.38891171113383627
2024-11-10,North,Furniture,Chair,9,308,0.2,2217.6,1276.1082028207518,941.4917971792481,2024-11,0.4245543818448991
2024-07-16,South,Office Supplies,Pen,8,842,0.0,6736.0,3839.9136276942063,2896.0863723057937,2024-07,0.42994156358458935
2024-08-30,East,Clothing,Shirt,4,242,0.05,919.5999999999999,638.2020362535212,281.3979637464787,2024-08,0.30600039554858494
2024-03-15,West,Office Supplies,Pen,6,625,0.1,3375.0,2548.8518679731415,826.1481320268585,2024-03,0.2447846317116618
2024-07-12,East,Office Supplies,Pen,3,192,0.15,489.59999999999997,294.3814933622938,195.21850663770618,2024-07,0.3987306099626352
2024-04-27,West,Office Supplies,Notebook,4,132,0.15,448.8,259.72469173573865,189.07530826426137,2024-04,0.4212907938151991
2024-03-30,South,Clothing,Jeans,5,158,0.15,671.5,423.1528080087785,248.3471919912215,2024-03,0.36983945196012136
2024-09-15,North,Furniture,Desk,8,29,0.2,185.60000000000002,105.02059862993643,80.5794013700636,2024-09,0.4341562573818081
2024-06-20,South,Electronics,Phone,4,340,0.2,1088.0,599.1373646406977,488.8626353593023,2024-06,0.4493222751464176
2024-09-21,East,Office Supplies,Pen,7,438,0.0,3066.0,2338.3825981026125,727.6174018973875,2024-09,0.23731813499588633
2024-08-23,South,Furniture,Chair,8,478,0.0,3824.0,2299.181730410895,1524.818269589105,2024-08,0.39874954748669067
2024-02-04,North,Clothing,Jeans,8,798,0.0,6384.0,4709.001071925441,1674.9989280745594,2024-02,0.2623745188086716
2024-11-11,South,Office Supplies,Notebook,5,24,0.1,108.0,77.3603249587974,30.639675041202594,2024-11,0.28370069482594995
2024-03-02,West,Electronics,Laptop,9,421,0.1,3410.1,2407.6171689536213,1002.4828310463786,2024-03,0.2939746139545405
2024-12-18,East,Office Supplies,Printer,1,684,0.0,684.0,530.0272520299512,153.97274797004877,2024-12,0.22510635668135787
2024-11-04,West,Clothing,Jacket,7,217,0.1,1367.1000000000001,966.4399198384839,400.66008016151625,2024-11,0.29307298673214555
2024-02-11,West,Clothing,Jacket,1,497,0.1,447.3,334.19988314518315,113.10011685481686,2024-02,0.2528506971938673
2024-02-07,North,Electronics,Laptop,5,430,0.0,2150.0,1200.5236836704817,949.4763163295183,2024-02,0.441616891316055
2024-03-26,South,Furniture,Chair,1,137,0.2,109.60000000000001,63.31130959257269,46.28869040742732,2024-03,0.4223420657611981
2024-08-15,North,Clothing,Jacket,8,280,0.2,1792.0,1088.3046250642235,703.6953749357765,2024-08,0.39268715119183956
2024-11-27,North,Furniture,Sofa,3,774,0.15,1973.7,1353.3288084587878,620.3711915412123,2024-11,0.3143188891631009
2024-10-25,East,Electronics,Tablet,8,569,0.05,4324.4,3402.5280184543335,921.8719815456661,2024-10,0.21317916509704612
2024-08-05,North,Clothing,Jeans,2,642,0.15,1091.3999999999999,762.0599286998695,329.3400713001304,2024-08,0.3017592736852945
2024-12-21,West,Clothing,Shirt,8,824,0.05,6262.4,4651.783784234502,1610.616215765498,2024-12,0.2571883328700655
2024-10-13,South,Electronics,Phone,3,48,0.0,144.0,112.52046646464396,31.47953353535604,2024-10,0.21860787177330585
2024-09-13,South,Electronics,Laptop,4,201,0.0,804.0,508.9614289436428,295.0385710563572,2024-09,0.3669633968362652
2024-02-24,East,Clothing,Jacket,5,450,0.0,2250.0,1656.1404291618499,593.8595708381501,2024-02,0.26393758703917786
2024-07-20,West,Electronics,Laptop,9,822,0.15,6288.3,4303.391192488635,1984.908807511365,2024-07,0.31565109926551926
2024-03-15,South,Furniture,Sofa,2,494,0.05,938.5999999999999,731.745401207007,206.85459879299287,2024-03,0.22038631876517462
2024-05-07,East,Office Supplies,Printer,3,201,0.0,603.0,406.77894174047657,196.22105825952343,2024-05,0.3254080568151301
2024-07-16,North,Clothing,Shirt,1,304,0.1,273.6,193.72687729369588,79.87312270630414,2024-07,0.2919339280201175
2024-06-04,South,Electronics,Laptop,7,868,0.15,5164.599999999999,3433.153631878166,1731.4463681218335,2024-06,0.33525275299574675
2024-05-27,South,Furniture,Sofa,8,580,0.0,4640.0,2911.5268344715887,1728.4731655284113,2024-05,0.3725157684328473
2024-08-02,East,Office Supplies,Printer,1,448,0.2,358.40000000000003,239.41719828185595,118.98280171814409,2024-08,0.3319832637225002
2024-01-19,South,Electronics,Phone,3,194,0.05,552.9,376.57884497780475,176.32115502219523,2024-01,0.318902432668105
2024-04-22,South,Furniture,Desk,3,850,0.15,2167.5,1290.7073057121252,876.7926942878748,2024-04,0.4045179673761822
2024-02-24,East,Office Supplies,Pen,3,897,0.05,2556.45,1667.2746179259323,889.1753820740676,2024-02,0.34781645722547583
2024-03-27,East,Clothing,Jeans,7,368,0.0,2576.0,1772.109351347015,803.890648652985,2024-03,0.312069351185165
2024-11-18,West,Office Supplies,Printer,8,73,0.0,584.0,437.98774846448566,146.01225153551434,2024-11,0.25002097865670264
2024-03-07,East,Electronics,Tablet,8,437,0.1,3146.4,1921.7992454401706,1224.6007545598295,2024-03,0.3892069522501365
2024-03-18,West,Clothing,Jeans,4,519,0.2,1660.8000000000002,972.0171836125069,688.7828163874933,2024-03,0.41472953780557154
2024-08-10,East,Clothing,Jeans,7,349,0.0,2443.0,1470.6165303304363,972.3834696695637,2024-08,0.39802843621349315
2024-05-26,West,Electronics,Tablet,4,304,0.15,1033.6,750.3796813197908,283.22031868020906,2024-05,0.2740134662153726
2024-10-29,North,Clothing,Jacket,2,726,0.15,1234.2,935.1084480007079,299.09155199929216,2024-10,0.24233637335868755
2024-10-19,South,Clothing,Jeans,9,245,0.2,1764.0,1100.0593999579858,663.9406000420142,2024-10,0.37638356011452057
2024-12-07,West,Clothing,Shirt,8,78,0.0,624.0,418.825425275454,205.174574724546,2024-12,0.3288054082124135
2024-07-27,South,Electronics,Phone,9,378,0.0,3402.0,1989.622340998937,1412.377659001063,2024-07,0.4151609814817939
2024-08-22,South,Clothing,Jeans,2,746,0.2,1193.6000000000001,661.9677778817642,531.632222118236,2024-08,0.4454023308631333
2024-05-25,West,Electronics,Phone,4,60,0.05,228.0,156.98814614340023,71.01185385659977,2024-05,0.3114554993710516
2024-06-01,South,Furniture,Sofa,5,893,0.2,3572.0,2200.0696357527127,1371.9303642472873,2024-06,0.38407904934134585
2024-10-13,South,Office Supplies,Pen,9,840,0.05,7182.0,5591.926648908266,1590.0733510917344,2024-10,0.22139701351876
2024-07-08,South,Furniture,Desk,6,382,0.0,2292.0,1308.0436367210975,983.9563632789025,2024-07,0.42930033301871834
2024-10-18,East,Furniture,Chair,5,798,0.1,3591.0,2294.355181206408,1296.644818793592,2024-10,0.3610818208837628
2024-04-22,East,Office Supplies,Printer,6,117,0.2,561.6,376.7991938473108,184.80080615268923,2024-04,0.32906126451689677
2024-09-06,West,Office Supplies,Printer,3,263,0.1,710.1,540.8135534495668,169.2864465504332,2024-09,0.23839803767136064
2024-12-30,East,Furniture,Chair,2,520,0.0,1040.0,591.5358232513104,448.4641767486896,2024-12,0.4312155545660477
2024-01-17,North,Electronics,Laptop,8,61,0.0,488.0,298.46104805517103,189.53895194482897,2024-01,0.3883994916902233
2024-05-10,South,Electronics,Tablet,6,885,0.15,4513.5,2889.7389209597027,1623.7610790402973,2024-05,0.35975652576499334
2024-02-13,East,Office Supplies,Notebook,1,349,0.0,349.0,230.86400369058165,118.13599630941835,2024-02,0.338498556760511
2024-10-29,West,Furniture,Sofa,8,680,0.0,5440.0,3887.945378726576,1552.054621273424,2024-10,0.2853041583223206
2024-07-16,West,Electronics,Phone,9,287,0.1,2324.7000000000003,1852.5929545474517,472.1070454525486,2024-07,0.2030829980008382
2024-12-30,South,Office Supplies,Pen,7,420,0.05,2793.0,1932.7177572333735,860.2822427666265,2024-12,0.3080136923618426
2024-09-06,East,Furniture,Sofa,5,538,0.0,2690.0,1609.0228461858364,1080.9771538141636,2024-09,0.4018502430535924
2024-11-23,South,Office Supplies,Printer,2,242,0.15,411.4,313.131905639332,98.26809436066799,2024-11,0.23886265036623236
2024-04-12,North,Furniture,Sofa,8,639,0.15,4345.2,2912.437524419831,1432.762475580169,2024-04,0.32973452903897843
2024-05-10,North,Office Supplies,Pen,7,383,0.0,2681.0,1835.413598927723,845.5864010722771,2024-05,0.3153996274048031
2024-07-28,North,Clothing,Shirt,2,330,0.1,594.0,455.9096827742881,138.09031722571189,2024-07,0.23247528152476749
2024-09-07,East,Electronics,Laptop,2,435,0.1,783.0,444.3583149000675,338.6416850999325,2024-09,0.43249257356313214
2024-10-28,West,Electronics,Phone,1,496,0.2,396.8,265.83430762416526,130.96569237583475,2024-10,0.3300546682858739
2024-09-28,West,Clothing,Jacket,9,285,0.0,2565.0,1626.4475599299758,938.5524400700242,2024-09,0.3659073840428944
2024-12-05,North,Electronics,Phone,1,22,0.2,17.6,11.240337493619418,6.359662506380584,2024-12,0.36134446058980585
2024-06-06,South,Clothing,Jeans,5,684,0.0,3420.0,2659.339932259192,760.6600677408078,2024-06,0.22241522448561632
2024-03-13,East,Electronics,Laptop,8,159,0.1,1144.8,901.5188908465545,243.2811091534454,2024-03,0.2125097040124436
2024-03-01,North,Office Supplies,Pen,7,459,0.1,2891.7000000000003,2243.7596489701828,647.9403510298175,2024-03,0.22406900820618234
2024-08-13,North,Office Supplies,Printer,8,679,0.2,4345.6,3095.8561194653093,1249.743880534691,2024-08,0.2875883377519079
2024-08-30,North,Furniture,Desk,2,844,0.05,1603.6,896.7058337143295,706.8941662856704,2024-08,0.44081701564334647
2024-09-15,West,Furniture,Chair,5,73,0.0,365.0,248.04125845922078,116.95874154077922,2024-09,0.32043490833090194
2024-01-20,South,Electronics,Laptop,3,709,0.05,2020.6499999999999,1462.9610154675986,557.6889845324013,2024-01,0.275994845486552
2024-08-03,East,Clothing,Jacket,6,800,0.2,3840.0,2627.4954459776773,1212.5045540223227,2024-08,0.31575639427664653
2024-11-24,West,Furniture,Chair,2,286,0.0,572.0,370.5372765494943,201.46272345050568,2024-11,0.35220755847990504
2024-05-02,West,Electronics,Laptop,3,757,0.15,1930.35,1078.7868922191847,851.5631077808152,2024-05,0.4411444078953637
2024-02-09,North,Electronics,Tablet,2,143,0.1,257.40000000000003,188.12208431586046,69.27791568413957,2024-02,0.2691449715778538
2024-03-30,South,Furniture,Chair,5,612,0.05,2907.0,1958.697738507406,948.302261492594,2024-03,0.3262133682465064
2024-08-11,South,Electronics,Tablet,3,587,0.05,1672.9499999999998,1147.551231033562,525.3987689664377,2024-08,0.3140552730006502
2024-08-24,North,Furniture,Sofa,8,111,0.0,888.0,523.3296264539608,364.6703735460392,2024-08,0.41066483507436846
2024-10-30,North,Electronics,Tablet,9,712,0.05,6087.599999999999,3509.2489073977217,2578.3510926022777,2024-10,0.423541476542854
2024-06-03,South,Clothing,Jacket,5,766,0.2,3064.0,2353.0321422528477,710.9678577471523,2024-06,0.23203911806369198
2024-01-31,East,Furniture,Desk,5,689,0.05,3272.75,2469.2628945464153,803.4871054535847,2024-01,0.24550824397023444
2024-07-24,North,Electronics,Tablet,2,243,0.2,388.8,273.8052964661222,114.99470353387784,2024-07,0.2957682704060644
2024-04-22,North,Electronics,Tablet,2,719,0.2,1150.4,857.003535645469,293.3964643545311,2024-04,0.2550386512122141
2024-11-21,East,Furniture,Sofa,9,243,0.05,2077.65,1320.2801764425692,757.3698235574309,2024-11,0.36453195849032843
2024-02-29,East,Furniture,Chair,6,215,0.15,1096.5,791.6416736257105,304.8583263742895,2024-02,0.27802856942479665
2024-08-29,West,Office Supplies,Notebook,6,420,0.05,2394.0,1600.1339722284006,793.8660277715994,2024-08,0.33160652789122785
2024-01-22,South,Clothing,Jacket,2,325,0.2,520.0,343.9745799113418,176.02542008865822,2024-01,0.33851042324741965
2024-09-07,East,Clothing,Shirt,7,48,0.1,302.40000000000003,228.42637882400257,73.97362117599747,2024-09,0.24462176314813974
2024-03-19,West,Office Supplies,Printer,7,557,0.05,3704.0499999999997,2290.609213310151,1413.4407866898487,2024-03,0.3815933334295835
2024-10-11,West,Electronics,Tablet,9,58,0.2,417.6,302.10042437158745,115.49957562841257,2024-10,0.27657944355462777
2024-10-14,South,Office Supplies,Pen,4,41,0.1,147.6,91.26327654623393,56.33672345376607,2024-10,0.38168511825044765
2024-12-02,South,Clothing,Shirt,5,322,0.2,1288.0,914.0053551478355,373.99464485216447,2024-12,0.29036851308397865
2024-09-18,East,Electronics,Laptop,3,526,0.0,1578.0,994.4330111028413,583.5669888971587,2024-09,0.3698143148904681
2024-01-15,South,Electronics,Tablet,1,812,0.15,690.1999999999999,476.71256190855064,213.4874380914493,2024-01,0.3093124284141543
2024-07-26,East,Clothing,Jeans,9,676,0.2,4867.2,3621.923050476991,1245.2769495230086,2024-07,0.2558507868020646
2024-03-19,East,Furniture,Desk,4,218,0.1,784.8000000000001,587.9717338269223,196.82826617307774,2024-03,0.250800543033993
2024-06-29,West,Clothing,Jeans,3,577,0.0,1731.0,952.5830766682709,778.4169233317291,2024-06,0.44969204120839346
